Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Theme
Twitter,https://twitter.com/EduardoRR20/statuses/1499958468119248898,EduardoRR20,3/4/2022 11:02 pm,"g_quadri Te volvieron a mandar a #tepitotv, no das una clasista de miércoles",Mention,Text Only,787,0,Mexico,
Twitter,https://twitter.com/AlumnoRodrigo/statuses/1499956831963205632,AlumnoRodrigo,3/4/2022 10:55 pm,"Hegilo @Biologictime @Marianamg86 Yo pensaba que era porque la Unión europea era racista jaja, ay qué cosas",Mention,Text Only,68,3,"Colonia del Valle, Mexico City, Mexico",
Twitter,https://twitter.com/JuampiSwan/statuses/1499956101558669316,JuampiSwan,3/4/2022 10:52 pm,"centinelamistic @aguologo @PatoBMo @oscarbuezodemd @FloydLuther1 @MamelaFialloFlo @LupenciaB Sus comentarios solo reflejan la urgencia que tiene por violentar al prójimo, ya que usted niega la existencia de los derechos humanos y además pretende justificar su discriminación citando ciencias que desconoce.
La ciencia afirma que la diversidad sexual es natural.",Mention,Text Only,351,3,"Miguel Hidalgo, Mexico City, Mexico",
Twitter,https://twitter.com/Krl0sa7/statuses/1499955083139760137,Krl0sa7,3/4/2022 10:48 pm,Soy fan de los tatuajes de colores pero son color cartón 😥,Message,Text Only,579,0,Guatemala,
Twitter,https://twitter.com/fguzmanvega/statuses/1499953526520397824,fguzmanvega,3/4/2022 10:42 pm,"Bienvenidxs migrantes. 

Solo no olviden cuando Luisgui dijo que no íbamos a recibir familias sirias porque había muchas diferencias culturales. 

🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡 https://t.co/jSKXH3H5mZ | QT: #EnDesarrollo: Cancillería confirma que, tras múltiples esfuerzos, este viernes arribará al país la primera familia proveniente de Ucrania.

Se trata de un costarricense y su esposa ucraniana #NM935 https://t.co/Vz0EPYJJDS",Message,Link,4352,370,Costa Rica,Migración
Twitter,https://twitter.com/jelvleyser93/statuses/1499944805627015168,jelvleyser93,3/4/2022 10:08 pm,luisitohippie Chulada de maíz prieto..,Mention,Text Only,117,0,"Las Delicias, Baja California, Mexico",
Twitter,https://twitter.com/stephcunni/statuses/1499937732474417155,stephcunni,3/4/2022 9:39 pm,"JorelMedina @BetsaidaPuch @EcheveDiego1 Las chicas probablemente necesitan el trabajo! Y si, encadenar a mujeres negras y hacerlas andar de 4 patas es racista",Mention,Text Only,1263,3,"Turrialba, Cartago, Costa Rica",Género
Twitter,https://twitter.com/mogacla_caya17/statuses/1499926785508655107,mogacla_caya17,3/4/2022 8:56 pm,"SSaludCdMx @Tu_IMSS  @zoerobledo así meses en la clínica 28. Elevador fuera de servicio. Nos dejan sin subir o bajar a trámites que uds piden, a los que no podemos usar escaleras. #discriminación https://t.co/bpIo0rKWMr",Mention,Photo,97,1,"Colonia del Valle, Mexico City, Mexico",
Twitter,https://twitter.com/alecria66611/statuses/1499926072783261704,alecria66611,3/4/2022 8:53 pm,Un racista imbécil.👇🆗 https://t.co/hhC4ChufKp,Message,Photo,6152,117,"Miguel Hidalgo, Mexico City, Mexico",
Twitter,https://twitter.com/diablocuaya/statuses/1499923526010249226,diablocuaya,3/4/2022 8:43 pm,"Surgen los fascistas, cambian por racistas! Puebla está en la lista, de un pinche capitalista 😐😆😆😆 https://t.co/U7fdUxycST",Message,Photo,17,1,"Casa Blanca, Puebla, Mexico",
Twitter,https://twitter.com/why_rito_why/statuses/1499921931184791558,why_rito_why,3/4/2022 8:37 pm,"Europa tratando de hablar y ser empáticos con LATAM y la banda migrante

También Europa: https://t.co/M3SLNh8SaN | QT: 📺 Estas dos últimas jornadas en #Melilla con los dos saltos a la valla nos están dejando imágenes cómo estas. @rtvenoticias https://t.co/baATJZA8zt",Message,Link,313,0,"Ecatepec, México, Mexico",Migración
Twitter,https://twitter.com/Marcelo03887357/statuses/1499921862909906947,Marcelo03887357,3/4/2022 8:36 pm,"Resentido social,solo eso a demostrado su familia y amigos se han mostrado como saqueadores del erario quizá más que otros sexenios https://t.co/D9plSZUElu | QT: Más de un mes como Tendencia número 1..
Se ha roto un récord..

Por cierto..

Sigue el José Ramón --> 13
Y aún no sabemos cuánto gana.

Ni Epigmenio Ibarra quiere decir cuando pagará el préstamo..

#JoseRamonLopezBeltran13
#CuantoGanaJoseRamon12 https://t.co/BQjt4CAEzi",Message,Link,112,0,"Jiutepec, Morelos, Mexico",Backlash
Twitter,https://twitter.com/YovanyMartillo/statuses/1499918978097074181,YovanyMartillo,3/4/2022 8:25 pm,DuckVarenas @Mr_0aktown Chulada de MAÍZ prieto,Mention,Text Only,2439,4,"Centerton, Arkansas, United States",
Twitter,https://twitter.com/CrisAlegria_/statuses/1499915217370861573,CrisAlegria_,3/4/2022 8:10 pm,04/Marzo/2022 Vecinos de colonia procasa en #Tapachula piden que migrantes sean atendidos para que se terminen los enfrentamientos en esa zona que pone en riesgo a varias familias https://t.co/dOl5DRt9YH,Message,Video,11518,1,"Tapachula, Chiapas, Mexico",Migración
Twitter,https://twitter.com/Aaguayo_Rptro13/statuses/1499914450098343936,Aaguayo_Rptro13,3/4/2022 8:07 pm,"Nuevamente migrantes bloquean vialidad en #Tapachula por la falta de atención del @INAMI_mx

#migrantes #migrant #migration #migrants https://t.co/IkUQvdPOHc",Message,Video,46,4,"Tapachula, Chiapas, Mexico",Migración
Twitter,https://twitter.com/jupa1793/statuses/1499913242520563718,jupa1793,3/4/2022 8:02 pm,"LunaAzul1199 El anlo del futuro, se carga una jeta de drogo y resentido, seguro es producto de una orgía y la nalga pronta de su progenitora lo abandonó con la abuela, y ve en la delfis la figura materna que nunca tuvo...",Mention,Text Only,173,0,"Casa Blanca, Puebla, Mexico",Backlash
Twitter,https://twitter.com/nelsoncardena18/statuses/1499912453320323072,nelsoncardena18,3/4/2022 7:59 pm,"No soy guerrillero
No soy drogadicto
No soy tecnocarrilerra ni tengo collar de perlas
No soy narcotraficante (o uribista)
No uso keratina
No le debo favores a nadie
No soy resentido
SOY CIUDADANO , AMO MI PAIS Y DESEO UN CAMBIO, POR ESO
MI VOTO ES @petrogustavo
@PactoCol",Message,Text Only,1137,2,"West New York, New Jersey, United States",Backlash
Twitter,https://twitter.com/AntoniaOssa2/statuses/1499912135509520384,AntoniaOssa2,3/4/2022 7:58 pm,"Dtorresvi Boricua resentido, envidioso y triplehp. Al que en vez de correrle sangre por las venas le corre es veneno. Fin del comunicado.",Mention,Text Only,487,8,Spain,Backlash
Twitter,https://twitter.com/C13Tapachula/statuses/1499909023440809985,C13Tapachula,3/4/2022 7:45 pm,"🔴#EstaTarde | Luego que migrantes bloquearán la vía Manuel Velasco Suárez. Al sur de la ciudad de Tapachula. Pobladores de la Colonia  Procasa, liberan la calle, señalan estar hartos de la situación. https://t.co/dHUTpD2y8R",Message,Video,68,15,"Tapachula, Chiapas, Mexico",Migración
Twitter,https://twitter.com/AnomiaMichael/statuses/1499904518938513408,AnomiaMichael,3/4/2022 7:27 pm,"En este país si eres luchador social, prieto y cholo, no existe la justicia, mucho menos la redención para él, es más, dicen  los miserables que si muere es por que ""se lo merecia"",  como dice psyco realm "" el mundo es un barrio homs"" Miji!
#Mijis @poderprieto_mx @julioastillero",Message,Text Only,12,0,"Miguel Aleman (La Doce), Sonora, Mexico",
Instagram,https://www.instagram.com/p/Cas7R14MVKB/,,3/4/2022 7:26 pm,"René Pérez Joglar, conocido como “Residente”, criticó a “J Balvin” en una canción de casi diez minutos. ¿Cuál es el origen de sus calificativos “racista” y ""misógino”?

En el videoclip “Perra”, estrenado el año pasado y ahora eliminado de YouTube, Balvin aparecía con dos mujeres afrocolombianas encadenadas que caminan con las manos en el piso junto al cantante. Colectivos, audiencia y figuras públicas, como Residente, denunciaron la cosificación sexual y la falta de respeto a las luchas de la comunidad afrodescendiente. 

Después, Balvin pidió en septiembre de 2021 que se le apoyara en un boicot hacia los premios Grammy Latinos, pues consideraba que no se habían “valorado” a ciertos artistas del medio. Este anuncio fue criticado porque minimizaba a quienes habían sido elegidos y señalaban que, en años anteriores donde recibió más de una decena de nominaciones, su postura era opuesta.

En su reciente composición, Residente retomó estos casos y añadió una denuncia de censura con la rima: ​​”Se enteró (Balvin) de que estoy tirándole y no ha parado de llamar a todo el mundo para que me llame a mí”, incluso añadió que: “Amenazaron con demandar a mi sello si lo sacaba”.

Por último, René Pérez criticó también el activismo en redes de Balvin: “El pueblo luchando, los están matando. Y el tipo sube fotos de Ghandi rezando”. 

A pesar de que se ha replicado el mensaje de Residente con mensajes de apoyo por denunciar las prácticas de Balvin, se ha señalado que el rapero puertorriqueño recurre a comentarios machistas y ofensivos al hacerlo.

#jbalvin #residente #calle13 #reggaeton #machismo #racismo",Message,Photo,0,370,,Género
Twitter,https://twitter.com/frewerjess/statuses/1499903297699946500,frewerjess,3/4/2022 7:23 pm,Acaba de publicar una foto en Instituto Nacional de Migración https://t.co/4sJgv5XUK7,Message,Link,142,0,"Miguel Hidalgo, Mexico City, Mexico",
Twitter,https://twitter.com/andrescorrar/statuses/1499902868211576833,andrescorrar,3/4/2022 7:21 pm,"Todas, todos y todes ustedes son importantes y debemos dejar en claro que cualquier tipo de hostigamiento o discriminación es inaceptable https://t.co/qPlTGLdpCi | QT: De parte de la Fiscalía de Ciencias Políticas esperamos hayan tenido una excelente semana🤩💜

A propósito del mes de la 0 discriminación les escribimos para contarles que como parte de nuestra campaña de visibilización de la normativa, hemos elaborado un todo en uno https://t.co/iTlga70tkJ",Message,Link,27,3,Costa Rica,
Twitter,https://twitter.com/JuampiSwan/statuses/1499902430502342656,JuampiSwan,3/4/2022 7:19 pm,"dra_radfem @ajfrojo1 @DantePayan @carmencalvo_ @ateneodemadrid @Jose__Errasti No sabe? Claro!
No saben qué dice la ley, por es que inventan cosas que la ley no menciona con tal de justificar su discriminación.
Por qué quieren que justificar la violencia hacia las mujeres y de paso acusar a la comunidad LGBT??
Por qué?",Mention,Text Only,351,1,"Magdalena Contreras, Mexico City, Mexico",Género
Instagram,https://www.instagram.com/tv/Cas6D_DD8l-/,,3/4/2022 7:19 pm,"Ojo sólo me refiero a esa parte de la canción, no a lo demás, y repito residente también tiene cola que le pisen como para hablar de ello pero bueno.
Ah Balvin también dijo nigga.🧍🏾‍♀️
#costarica #naranjitaa #racismo",Message,Video,0,1169,,
Twitter,https://twitter.com/marlongallardo_/statuses/1499901239525531653,marlongallardo_,3/4/2022 7:14 pm,jsus___ Racistas @whosmarmar,Mention,Text Only,486,1,"Ixtapa, Jalisco, Mexico",
Twitter,https://twitter.com/GonzoP3/statuses/1499901152405512196,GonzoP3,3/4/2022 7:14 pm,"FEUQ2021 @RC5Europa @MashiRafael @RC5Oficial @MargaritaGC_Ec @GustavoMateusA @EstebanMeloG @esthercuestasan @Kaviedes8 @JuventudesRCE Estás muy equivocado ignorantón de barrio.
El lugar de residencia de un individuo, no determina su visión política o religiosa. El mundo es múltipolar y multicultural.
Cuidado y caes en la discriminación y sectarismo, típico de las fascistas como tú.
Careces de ""ética""🥴😂 https://t.co/LNTM6SmaHU",Mention,Photo,506,1,"Pleasanton, California, United States",
Twitter,https://twitter.com/FabioUrher/statuses/1499900511331434498,FabioUrher,3/4/2022 7:12 pm,"Debo confesar que en algún momento me llegué a acomplejar por prieto, ahora es de las cosas que más me chulean 🙆🏽‍♂️",Message,Text Only,296,8,"Iztapalapa, Mexico City, Mexico",
Twitter,https://twitter.com/donchilo15/statuses/1499899100417998849,donchilo15,3/4/2022 7:06 pm,"PatyArmendariz @AlfredoJalife2 El odio rencor, fobia, CLASISMO, trauma, rencor. Lo traen a flor de piel.
Seudo periodista, chayotero.",Mention,Text Only,45,0,"Tepic, Nayarit, Mexico",
Twitter,https://twitter.com/HERRERAJp/statuses/1499898410916327429,HERRERAJp,3/4/2022 7:03 pm,"marcetorresg Los europeos si; lo ven como negocio.
Cuando en octubre noviembre trataban a todos los migrantes que entraban por vielorusia los trataban gacho.",Mention,Text Only,111,0,"Monterrey, Nuevo León, Mexico",Migración
Twitter,https://twitter.com/LaSalle_MX/statuses/1499896090673491972,LaSalle_MX,3/4/2022 6:54 pm,"¿Quieres realizar una denuncia sobre discriminación, acoso o violencia en razón de género? Conoce nuestro protocolo y las diferentes formas de realizar tu denuncia. Visita: https://t.co/y6lPchqOow para más información. #CruzadaLaSalle #ComunidadSegura https://t.co/n6rCJbvO6x",Message,Photo,41636,14,"Cuauhtemoc, Mexico City, Mexico",
Twitter,https://twitter.com/Plomo19792/statuses/1499894386301313024,Plomo19792,3/4/2022 6:47 pm,"#Rusia bloquea el acceso a Facebook y Twitter en todo el país. Se trata de la respuesta del Kremlin ante la discriminación y bloqueos hacia medios de comunicación del país efectuadas por dichas plataformas manejadas directamentes por EEUU.

#ChavezVive
#SomosPuebloPresidente https://t.co/gtEylIp0jP",Message,Photo,7713,45,Nicaragua,
Twitter,https://twitter.com/FelipeNY2022/statuses/1499892789496238080,FelipeNY2022,3/4/2022 6:41 pm,IvonneMilenaGo Menos resentidos como @residente mas trabajadores y mas empresarios !!! Más @JBALVIN es lo que le hace falta a este país !!,Mention,Text Only,49,0,"Inwood, New York, United States",Backlash
Twitter,https://twitter.com/anamoncherie/statuses/1499892559975526401,anamoncherie,3/4/2022 6:40 pm,meevel Ay no vi esa!!! Una loca... son humanos víctimas una vez más de un tirano... lo otro es racismo,Mention,Text Only,1882,1,"Ohio, United States",
Twitter,https://twitter.com/yincedsa/statuses/1499890600233086978,yincedsa,3/4/2022 6:32 pm,"OskarconK_ @opino_y_ya @castrojuanjose @Residente Pero no toda la gente estaba en la calle, solo los resentido, los vándalos y los guerrilleros, si no estar de acuerdo con eso lo hace mala persona, mejor revisen su cabeza y su corazón",Mention,Text Only,847,3,"Deal, New Jersey, United States",Backlash
Twitter,https://twitter.com/Luissrreee/statuses/1499887821133336578,Luissrreee,3/4/2022 6:21 pm,tutamagochi @mariaLch16  sólo vio mi tono de piel parecida al de su amor prieto y me acaba de hacer una propuesta indecorosa 🙈,Mention,Text Only,1947,4,Mexico,
Twitter,https://twitter.com/AntelizJr/statuses/1499886095886172166,AntelizJr,3/4/2022 6:14 pm,"nighelya @ClaudiaSpadaro @DomingoSpadaro @iradortiz @ASG34149684 @agentes305 @Exacta_Box @DRFenEspanol @jlvgjockey @aaapignoloni @DarwinVizcaya_ @eaguilarmoya @AnnisefromFargo @luissaezpty Relájate Williams estás muy Intenso con el Trabajo que hace Claudia!! Estás Dando Entender algo de Racismo de parte de ella en Contra de Jinetes de Otras Naciones que no sean la de los Ortiz  o de Jaramillo,cosa que no es Cierta porque me consta el apoyo que le da a Todos !!",Mention,Text Only,12881,21,"Pembroke Pines, Florida, United States",
Twitter,https://twitter.com/parfrin/statuses/1499882558519136261,parfrin,3/4/2022 6:00 pm,"43NR1 @ivan_alexis__ Esto mismo leo yo...""a vos te gusta""...como respuesta a lo que sea que dice el grone kurepa (sin racismo)",Mention,Text Only,35,12,"Michigan, United States",
Twitter,https://twitter.com/parfrin/statuses/1499882123070783492,parfrin,3/4/2022 5:58 pm,"franjeado @ivan_alexis__ Genial @ivan_alexis__ ! Que puta estos kurepas racistas de mierda,siempre queriendo achicar a los Pyos y a los demás...",Mention,Text Only,35,8,"Michigan, United States",
Twitter,https://twitter.com/CloakBri/statuses/1499876122766585856,CloakBri,3/4/2022 5:35 pm,"_AriCarrillo @YYoika Le dolió más al Ari q al propio J Balvin, pobre resentido",Mention,Text Only,35,33,"Monterrey, Nuevo León, Mexico",Backlash
Twitter,https://twitter.com/BraulioRamrezR1/statuses/1499873383458263043,BraulioRamrezR1,3/4/2022 5:24 pm,AlemaniaMexi @erichwerner No tiene ninguna fuente este irresponsable racista y clasista. Es una vergüenza nacional. Reciban una amplia disculpa.,Mention,Text Only,3,0,"Emiliano Zapata, Morelos, Mexico",
Instagram,https://www.instagram.com/p/CasqnpMK77o/,,3/4/2022 5:00 pm,"#INTERNACIONALES | 🔴 Las denuncias sobre discriminación y actos racistas a los migrantes en medio de la evacuación que se produce en Ucrania, sigue en aumento, según la Agencia de las Naciones Unidas para los Refugiados, ACNUR. En su mayoría a africanos y asiáticos que igualmente están desesperados por escapar.

❌ Entre empujones, golpes y humillaciones, lidian quienes con temor anhelan ingresar a otro país por los estrechos accesos fronterizos.

📌 Tal es el caso de Chineye Mbagwu, una doctora nigeriana de 24 años que vivía en la ciudad ucraniana de Ivano-Frankivsk. Ella pasó más de dos días varada en el cruce fronterizo con Polonia.

📲 Para más información sobre este hecho ingresa a nuestro portal web en el link de la biografía.

#NTA #4Mar #Denuncias #Discriminacion #Racismo #Ucrania #Invasion",Message,Photo,0,123,,Migración
Twitter,https://twitter.com/trurin/statuses/1499866102523961346,trurin,3/4/2022 4:55 pm,"💪🏼💜@AriadnaUA ha trabajado en proyectos vinculados a los derechos humanos de las mujeres en general y de indígenas y migrantes en lo particular.
Conoce a Ariadna y a ➕ mujeres que trabajan 🆚️ las desigualdades  #CadenaFeministaMx #NosotrasSoloSumamos #HacerVisibleLoInvisible https://t.co/kBXNBrBKwL",Message,Photo,4917,16,"Tuxtla Gutierrez, Chiapas, Mexico","Género, Migración"
Twitter,https://twitter.com/rubenespinosar/statuses/1499865512519610378,rubenespinosar,3/4/2022 4:52 pm,"proceso Jajajaja con una disculpa no basta, la persona que negó el acceso a sanitario tiene ordenes, ahí son quienes de quienes administran, racistas",Mention,Text Only,7,0,"Xalapa de Enriquez, Veracruz, Mexico",
Twitter,https://twitter.com/JayAH985/statuses/1499863717340540928,JayAH985,3/4/2022 4:45 pm,Boring29823719 @yo_no_sabo @yerbabeskrtin Entoces es racista? Para ti?,Mention,Text Only,1931,0,"Santa Monica, California, United States",
Twitter,https://twitter.com/Rockdealer/statuses/1499862741581971456,Rockdealer,3/4/2022 4:41 pm,"Sí, pero más resentido https://t.co/qlTwSKJmXB | QT: Residente es nuestro EMINEM.",Message,Link,7595,0,"Cuauhtemoc, Mexico City, Mexico",Backlash
Twitter,https://twitter.com/borderlineason/statuses/1499861148765605888,borderlineason,3/4/2022 4:35 pm,"Crueldad de la Policía Española contra Migrantes... ¿Y los #DerechosHumanos que alega #Europa por todo el mundo? https://t.co/tgRYRQoMyz | QT: Me pregunto ¿cómo está el chico que tras ser estampado contra el suelo sigue siendo golpeado?.
Nadie le preguntará cuál es su historia. https://t.co/KY6rDrSAPZ",Message,Link,4972,3,"Nogales, Arizona, United States","Perfilamiento racial, Migración"
Twitter,https://twitter.com/Quersha_/statuses/1499860052819288064,Quersha_,3/4/2022 4:31 pm,suzidane_ Está de más el monkeys la verdad. No estamos a favor del racismo aquí,Mention,Text Only,1036,1,"Monterrey, Nuevo León, Mexico",
Twitter,https://twitter.com/JayAH985/statuses/1499858979811332096,JayAH985,3/4/2022 4:27 pm,Boring29823719 @yo_no_sabo @yerbabeskrtin Bueno entonces el no ser figura publica te da libertad de decir racismo?,Mention,Text Only,1931,1,"Beverly Hills, California, United States",
Twitter,https://twitter.com/HerbieCota/statuses/1499855294850994177,HerbieCota,3/4/2022 4:12 pm,"sandra_zaizar Así nos decimos en el noroeste del país, plebes. No tiene nada que ver con clasismo.",Mention,Text Only,74,0,"Las Delicias, Baja California, Mexico",
Twitter,https://twitter.com/DDulce_V/statuses/1499855285783040001,DDulce_V,3/4/2022 4:12 pm,Este p..o es racista y no lo sabe.,Message,Text Only,1746,0,"Miguel Hidalgo, Mexico City, Mexico",
Twitter,https://twitter.com/ANTONIO_yDIEZ/statuses/1499852588392583183,ANTONIO_yDIEZ,3/4/2022 4:01 pm,"Huitziltori El que se pone de clasista eres tú, yo solo les mostré que soy usuario de las vías desde todos los ángulos, no defendí al motociclista que se ardió contigo pero tampoco te dí la razón por qué andabas provocandolo.
Repito!! Igual de silvestres los dos 🏍️🚲",Mention,Text Only,35,1,"Zumpango, México, Mexico",
Twitter,https://twitter.com/SigloCoahuila/statuses/1499852208250277892,SigloCoahuila,3/4/2022 4:00 pm,"Una migrante hondureña que fue acusada del delito de trata de personas contra un menor de edad, fue sentenciada a p… https://t.co/WTn1IrBfN7",Message,Link,6752,0,"Torreon, Coahuila, Mexico",Migración
Twitter,https://twitter.com/EuniceArias/statuses/1499849674253127686,EuniceArias,3/4/2022 3:50 pm,"Estoy emocionadísima porque me acabo de inscribir a un Diplomado en la @DerechoUBA sobre igualdad y no discriminación, y otra vez me va a dar clase Abramovich. 😮‍💨😍",Message,Text Only,12250,5,"Cuauhtemoc, Mexico City, Mexico",
Twitter,https://twitter.com/jcmega06/statuses/1499848968544698371,jcmega06,3/4/2022 3:47 pm,"hreynosod Para nada, es un enfermo resentido",Mention,Text Only,309,1,"Xochimilco, Mexico City, Mexico",Backlash
Twitter,https://twitter.com/ElCharroViej0/statuses/1499848090148384769,ElCharroViej0,3/4/2022 3:43 pm,"Nada peor que un intelectualoide millenial con ganas de ofenderse de todo y poco paseado. ""Plebe"" se usa mucho en Sinaloa y Baja California Sur y NADA tiene que ver con la clase social. Ches payasos. https://t.co/oTTfxvjnR0",Message,Link,1035,1,"Cuauhtemoc, Mexico City, Mexico",
Twitter,https://twitter.com/erickmonroy/statuses/1499847072781987840,erickmonroy,3/4/2022 3:39 pm,Cápsula informativa: Arrestan a sospechoso vinculado en los asesinatos de 3 migrantes mexicanos en Phoenix https://t.co/5T3FcPoKyZ vía @12News #12NewsEnEspañol,Message,Link,1261,0,"Phoenix, Arizona, United States",Migración
Twitter,https://twitter.com/DiputadosPRI65/statuses/1499843975447994368,DiputadosPRI65,3/4/2022 3:27 pm,"También radicó una iniciativa del GPPAN para adicionar un artículo a la LIPEEG a fin de que en la lista de candidaturas a diputaciones plurinominales, cada uno de los partidos políticos contendientes reserve la primera posición a un migrante. | #DiputadosLocalesPRIGto https://t.co/2ZEqgcFAtK",Mention,Photo,480,5,"Guanajuato, Guanajuato, Mexico",Migración
Twitter,https://twitter.com/sandra_zaizar/statuses/1499843854274547714,sandra_zaizar,3/4/2022 3:26 pm,"fefofefofe Es correcto... tome una definición de Diccionario inclusive da otra definición:
Antiguamente, clase social formada por el común de la gente del pueblo, frente a los nobles, los eclesiásticos y los militares.

Para nosotros muy coloquiales.
No pasa nada",Mention,Text Only,477,2,"Naucalpan de Juarez, México, Mexico",
Twitter,https://twitter.com/JayAH985/statuses/1499842589205299201,JayAH985,3/4/2022 3:21 pm,gaviszn @uwzty @yo_no_sabo Pues llaman racista a las personas y luego ellos hacen lo mismo,Mention,Text Only,1931,1,"Beverly Hills, California, United States",
Twitter,https://twitter.com/davidmunozt31/statuses/1499838797361594373,davidmunozt31,3/4/2022 3:06 pm,"serviciospirap @irapuatogob @LorenaAlfaroG Ojalá pinten también decentemente bajo el puente siglo XXI, que sumado al dormitorio en vía pública de migrantes y contra esquinas con inmuebles abandonados luce tenebroso y descuidado.",Mention,Text Only,1665,3,"Irapuato, Guanajuato, Mexico",Migración
Twitter,https://twitter.com/_Arqturo/statuses/1499836326220345349,_Arqturo,3/4/2022 2:57 pm,"Incluso con distorsiones mediáticas, análisis ansiosos, discursos sobre actuados, posturas partidistas o religiosas y restricciones institucionales que invisibilizan. Se evidencia el racismo y la xenofobia. No solo en occidente. En su propia colonia lo pueden identificar. Observa",Message,Text Only,336,0,"Casa Blanca, Puebla, Mexico",Migración
Twitter,https://twitter.com/LorcaNava/statuses/1499834970835230727,LorcaNava,3/4/2022 2:51 pm,"HelenaMaleno nada todos los negritos a 🇪🇸!!
al final seremos un Senegal 🇸🇳más 
es eso lo q queréis???
Pues mira yo nooooo!! 
racista.... y q??",Mention,Text Only,406,1,,Tono de piel
Twitter,https://twitter.com/JAAM30240737/statuses/1499832500637642761,JAAM30240737,3/4/2022 2:41 pm,"Capuano @SSC_CDMX Es inadmisible la conducta del oficial, y a ellos cada cuánto les dan capacitación que verse sobre derechos humanos, quién se preocupa por formar policías más capacitados y no criminalizarlos siempre. ¿Reciben información sobre la Ley para prevenir y eliminar la discriminación?",Mention,Text Only,0,0,"San Jeronimo Cuatro Vientos, México, Mexico",Perfilamiento racial
Twitter,https://twitter.com/bigpoppaa95/statuses/1499831464250068992,bigpoppaa95,3/4/2022 2:37 pm,Debatiendo si existe el racismo a la inversa con alguien del trabajo y me dice que si y estoy como de https://t.co/G13xBSRgjn,Message,Photo,934,5,"Empalme, Sonora, Mexico",
Twitter,https://twitter.com/MtroDelgado/statuses/1499829402288508931,MtroDelgado,3/4/2022 2:29 pm,"Este mes de marzo, las mejores columnas políticas en Periódico Mi Ciudad.

@jalcants @lcmanzano @davidmunozt31 @diegosinhue @LibiaGarciaML @Neto_Prieto @MiguelChicoOfl @LorenaAlfaroG @Ortiz_Irapuato @Magaa2Gilberto @farroyov @JCesarPrieto @irapuatogob @gbarrosor_ @ItzelBalderasH https://t.co/QotYXgp9W6",Message,Photo,1044,4,"Irapuato, Guanajuato, Mexico",
Twitter,https://twitter.com/calderacorona1/statuses/1499828301254246401,calderacorona1,3/4/2022 2:25 pm,MaraC16 @beltrandelrio @ferbelaunzaran O sea que solo los “clasistas” sabemos de leyes y de economía y de finanzas? Hijole señora si está Usted muy mal,Mention,Text Only,23,1,"Santa Rosa Jauregui, Querétaro, Mexico",
Twitter,https://twitter.com/UrsulaBethManzo/statuses/1499826158631854090,UrsulaBethManzo,3/4/2022 2:16 pm,"«Aldeano» por no decir ranchero, provinciano, pueblerino, en peyorativo obvio. El Clasismo de estependejo es infinito ¿edá? https://t.co/3QfXIfeIuc | QT: Mientras tanto, en México, un aldeano demente, desde su palacio, hunde a nuestro país en las ignominia...",Message,Link,1143,1,Mexico,
Twitter,https://twitter.com/jarochohot19/statuses/1499825589900955651,jarochohot19,3/4/2022 2:14 pm,"Los animales no saben si existen fronteras, aduanas, migración, el ser humano es el único que se aferra a dividir el planeta, en tener fronteras, ni un país debería creer que es mejor que otro, al final somos la misma especie. Y somos la más peligrosa en el mundo.",Message,Text Only,2271,5,Mexico,
Twitter,https://twitter.com/jralvins/statuses/1499824429181935620,jralvins,3/4/2022 2:09 pm,"Que risa la gente que usa la palabra resentido, así, sin más. Siempre quedan en evidencia. Es el argumento del que no tiene argumento. https://t.co/BToFszVyh5 | QT: Mi única conclusión del video de Residente atacando a J Balvin es que Residente es un acomplejado que usa el tema de la raza y la clase social cínicamente para ganar puntos woke. No se dejen confundir por su evidente talento como músico. Un resentido nunca es buena influencia.",Message,Link,992,1,"Miguel Hidalgo, Mexico City, Mexico",Backlash
Twitter,https://twitter.com/AlvarRock/statuses/1499822447910137861,AlvarRock,3/4/2022 2:01 pm,"Reidou_Conras 2022*

Y sí, el racismo y la xenofobia no tienen fecha de caducidad",Mention,Text Only,29439,1,"Colonia del Valle, Mexico City, Mexico",Migración
Twitter,https://twitter.com/LeninYarince/statuses/1499819396507832327,LeninYarince,3/4/2022 1:49 pm,#4marzo | #Racismo puro y llano. #EuropaCanalla #RusiaUcrania https://t.co/kxXEq5a7WI,Message,Video,294,3,Nicaragua,
Twitter,https://twitter.com/gasfransol/statuses/1499814855024513025,gasfransol,3/4/2022 1:31 pm,"MariettoPonce Falta una característica que sin duda también está presente en un alto porcentaje de ellos.

Son resentidos vengativos",Mention,Text Only,375,17,Mexico,Backlash
Twitter,https://twitter.com/NoraCeron/statuses/1499812537235349505,NoraCeron,3/4/2022 1:22 pm,"💪🏼💜@AriadnaUA ha trabajado en proyectos vinculados a los derechos humanos de las mujeres en general, es indígenas y migrantes 
Conoce a Ariadna y a más mujeres que trabajan contra las desigualdades  #CadenaFeministaMx #NosotrasSoloSumamos #HacerVisibleLoInvisible https://t.co/FTdbCeYpXT",Message,Photo,1398,7,"Chetumal, Quintana Roo, Mexico","Género, Migración"
