Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Gender,Age,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/aguilar_ernest/statuses/1509643988554371079,aguilar_ernest,3/31/2022 5:29 pm,"Hoy conmemoramos el Día Internacional de la Visibilidad Trans 🏳️‍⚧️

Todas, todos y todes tenemos derecho a vivir libremente el reconocimiento de nuestra identidad.

Reafirmamos nuestro compromiso para visibilizar la lucha por una sociedad libre de discriminación y violencia. https://t.co/0Ko1xLmA9I",Message,Photo,1127,7,"Casa Blanca, Puebla, Mexico",Men,,4,0,0,3,Género
Twitter,https://twitter.com/MiguelMtzElOso1/statuses/1509608304548401152,MiguelMtzElOso1,3/31/2022 3:07 pm,"Nace con el propósito de remarcar el valor de vida de manera abierta, además de reconocer la fuerte lucha que han conllevado personas trans, quienes enfrentan diariamente situaciones de vulneración de sus derechos, estigmatización, discriminación, violencia y crímenes de odio https://t.co/YfLl5NsGGr",Mention,Photo,399,0,"Pachuca de Soto, Hidalgo, Mexico",Men,,0,0,0,0,Género
Twitter,https://twitter.com/GloriaGP04/statuses/1509606965240115204,GloriaGP04,3/31/2022 3:02 pm,"#UrnasVacias10DeAbril
#TerminasyTeVas 
Es una vergüenza ver cómo Lópeztozo destruye a nuestro País y le aplauden a un merólico desquiciado, resentido, vengativo y soberbio. https://t.co/lhkl31caV2 | QT: #ALasCalles3Abril 
@TiaDeGto 
. ¿Gorditos y bonitos? 😃😃😃

- Recuerda que es horario de verano.? -!
- Vístete de blanco
- Lleva tu voz
- Usa cubreboca 😷 

Vámonos #ALasCalles3Abril 
Hagamos algo  ya !! https://t.co/6eFl7Nv0Jf https://t.co/WXf0skblrD",Message,Link,783,8,"Merida, Yucatán, Mexico",Women,,4,0,0,4,Backlash
Instagram,https://www.instagram.com/p/Cbx26Q-JFx_/,,3/31/2022 2:55 pm,"En las últimas horas el nombre de Marbelle ha estado en el ojo del huracán a nivel nacional por sus opiniones calificadas como racistas en contra de la candidata presidencial Francia Márquez, a quien tildó de “King Kong”, además de compararla con Godzilla.
.
.
Por esas acusaciones, compartidas a través de Twitter, el senador Roy Barreras tomó la decisión de demandar formalmente a la cantante, que tenía programado un concierto el próximo 7 de mayo en la ciudad de Pasto, pero que fue cancelado en las últimas horas por los organizadores, quienes informaron que se trató de “razones de fuerza mayor”.
.
.
Aunque ni Marbelle ni los organizadores del evento han afirmado que exista relación entre la reciente polémica por racismo y la cancelación del concierto, usuarios en redes sociales han relacionado los dos sucesos.
.
.
Cabe mencionar que los organizadores informaron que devolverán el dinero a todas las personas que ya habían adquirido entradas para la presentación de la cantante.

🔗 Detalles en el link de la bio.

#Marbelle #Racismo #Política #Música #Colombia #Actualidad #Información",Message,Photo,0,8273,,,,7077,0,1196,0,
Twitter,https://twitter.com/fm_noti/statuses/1509595091404472325,fm_noti,3/31/2022 2:14 pm,"Tras afirmar que las personas transexuales se enfrentan a la discriminación, marginación y exclusión social, la representante del Colectivo Trans en Tlaxcala, Adil Aranzuvia, exhortó a erradicar la desigualdad.
#FMCentro
#CentroInformativo
🎥 Ana Sánchez

https://t.co/wPZ8xwrzBG",Message,Link,238,1,"Apizaco, Tlaxcala, Mexico",,,0,0,0,1,Género
Twitter,https://twitter.com/oscarmanriquema/statuses/1509589152043573249,oscarmanriquema,3/31/2022 1:51 pm,NiceBereMontes @diputadospan YO A FAVOR DEL DESAFUERO D QUADRI ALTO ALA HOMOFOBIA PANISTA JUICIO POLÍTICO MARGARITA ZABALA ASESINA D NIÑOS BASTA D LOS PERSINADOS HIPÓCRITAS RATEROS RACISTAS VIOLADORES PANISTAS SOY UN CIUDADANO QUE EXIJE RESPETO COMUNIDAD LGTB TRANS SOLO HAGAMOS JUSTICIA https://t.co/OBaJyyhErq,Mention,Photo,69,0,"San Jeronimo Cuatro Vientos, México, Mexico",,,0,0,0,0,Género
Twitter,https://twitter.com/isaacpquiroz/statuses/1509584582399696916,isaacpquiroz,3/31/2022 1:33 pm,📌 Es una fecha importante con la finalidad de crear conciencia y sensibilizar a la población mundial para acabar con la discriminación hacia las personas #Transgénero ya que no deben sufrir ni ser víctimas de discriminación que afecte su estilo y calidad de vida. #EdoMéx https://t.co/w4PskwbgPg,Message,Photo,2545,26,"Toluca, México, Mexico",Men,,18,0,0,8,
Twitter,https://twitter.com/Carlos25121959/statuses/1509575649488482309,Carlos25121959,3/31/2022 12:57 pm,"Aca las pruebas de lo que no recordabas Ciro ,ahora que vas a decir,ya se que somos resentidos ,CHSPM junto con el otro retrasado de chumel! https://t.co/JMbqKDI6hK | QT: Acá las pruebas que mencionó Epigmenio Ibarra, ""la verdad histórica permanece intacta"": en tu cara Ciro. https://t.co/VS7u4sxRnd",Message,Link,2,1,Mexico,Men,,1,0,0,0,Backlash
Twitter,https://twitter.com/VilchisJuan1/statuses/1509573814945992706,VilchisJuan1,3/31/2022 12:50 pm,"Faitelson_ESPN No.   Tu sólo un cerdoperiodista frustrado y acomplejado. @Faitelson_ESPN 
Que de perico perro nunca pasarás. 

Mmm y también ESTÚPIDO https://t.co/C9iJtPPbmG",Mention,Photo,41,0,"Santa Rosa Jauregui, Querétaro, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/ProfLugo1/statuses/1509569081732648967,ProfLugo1,3/31/2022 12:31 pm,"Porque somos humanos y renunciamos a seguir cánones inalcanzables, estereotipos obsoletos que solo llegan a la discriminación racial, homofobia y machismos. Porque hoy no queremos ni un(x) asesinadx más 

¡Hoy todxs somos trans!",Mention,Text Only,76,0,"Ciudad Lopez Mateos, México, Mexico",,,0,0,0,0,Género
Twitter,https://twitter.com/Hiramtorres/statuses/1509568363458174981,Hiramtorres,3/31/2022 12:28 pm,"Vamos a exigir a @CitlalliAmaya para que el @GobTlaquepaque pinte y rehabilite TODAS las unidades habitacionales en el Sauz.
Ya parenle con sus programas clientelares que generan una doble discriminación a la población vulnerable! https://t.co/0IGjronMQl",Message,Video,7068,93,"Guadalajara, Jalisco, Mexico",Men,,58,0,12,23,
Twitter,https://twitter.com/MiguelP36190719/statuses/1509560277104271368,MiguelP36190719,3/31/2022 11:56 am,"pelaez_alberto Son personas acomplejadas,  pequeñas y muertas de hambre, carentes de criterio y dignidad",Mention,Text Only,2696,0,"Azcapotzalco, Mexico City, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/MonicaAlvarezN/statuses/1509559516958011397,MonicaAlvarezN,3/31/2022 11:53 am,"🏳️‍⚧️ #DíaInternacionalDeLaVisibilidadTrans 
Hoy conmemoramos la lucha de las personas transgénero y hacemos un llamado a la sensibilización en contra de cualquier forma de discriminación. https://t.co/kvDZMJLU9I",Message,Photo,2394,3,"Toluca, México, Mexico",,,2,0,0,1,
Twitter,https://twitter.com/Chincoya_DuranG/statuses/1509549638260559872,Chincoya_DuranG,3/31/2022 11:14 am,"Cómo primer legislador No Binario en el Congreso del Estado de #Veracruz, seguiré trabajando por un país más incluyente 🏳️‍⚧️🏳️‍🌈⚧️ y con cero tolerancia a la violencia y discriminación, para quienes integramos la comunidad LGBTTTIQ+ 

#TransDayOfVisibility 
#FelizJueves https://t.co/q53S6pIk7Q",Message,Photo,297,98,"Banderilla, Veracruz, Mexico",Men,,80,0,3,15,
Twitter,https://twitter.com/tihui/statuses/1509533588336914432,tihui,3/31/2022 10:10 am,"""Racismo y poder en Bolivia"", de Fernando Molina(2021)

https://t.co/yr12b2ieQO https://t.co/jesC8O2YfB",Message,Photo,7791,8,"Cuauhtemoc, Mexico City, Mexico",,,7,0,0,1,
Twitter,https://twitter.com/DIVERSIDADSEX21/statuses/1509527977192685570,DIVERSIDADSEX21,3/31/2022 9:48 am,"🏳️‍⚧️🏳️‍🌈 #DiaDeLaVisibilidadTrans #TransDayOfVisibility La fecha busca generar conciencia y reflexionar sobre las condiciones de vida de las personas #Trans que enfrentan diariamente situaciones de vulneración de sus #DDHH, estigmtización, discriminación
#IztapalapaConDerechosPlenos https://t.co/r18y2LuiYM",Message,Photo,641,28,"Iztapalapa, Mexico City, Mexico",,,21,0,0,7,Género
Instagram,https://www.instagram.com/p/CbxFvtqNDPT/,,3/31/2022 7:46 am,"Tal y como anunciamos, ya está abierta la preventa del próximo libro: LA GUERRA DE LA HENNA, de Adiba Jaigirdar (dibs_j). 🥻 ENLACE: https://bit.ly/laguerradelahenna

#Laguerradelahenna es el aclamado debut de Adiba Jaigirdar, un romance interracial comparado con libros populares como Con amor, Simon o Cuando Dimple conoció a Rishi. Aborda desde dentro temas como el racismo, la homofobia, la identidad musulmana, la apropiación cultural y crecer a caballo entre dos culturas. También tiene un montón de escenas de comidas de Bangladesh que os harán la boca agua 🍛 y un romance extremadamente tierno entre dos rivales que no lo son tanto 👩‍❤️‍👩🏆

#Laguerradelahenna sale a la venta el 13 de abril (lo que viene a ser: ¡ya!) y, si reserváis vuestro ejemplar con nosotras, os llevaréis de regalo una postal exclusiva de chica.navaja (Nishat/Flávia FTW!!!) y un marcapáginas, solo hasta agotar existencias.

RESUMEN:

Cuando Nishat sale del armario con sus padres, estos le dicen que las chicas musulmanas no pueden ser lesbianas. Sin embargo, Nishat no puede decirle a su corazón quién le tiene que atraer. Y le atrae mucho Flávia, una antigua compañera de clase que ha regresado a Dublín.

Flávia es artista y hace unos tatuajes de henna preciosos, pero a Nishat le duele que utilice una técnica que forma parte esencial de la cultura bengalí. Así que, cuando el colegio organiza una competición escolar, Nishat decide demostrarle a Flávia que es mucho mejor que ella haciendo tatuajes de henna...

---

Podéis leer los DOS primeros capítulos en la web y simular un pedido para calcular los costes de envío. La fecha de llegada aproximada es el mismo 13 de abril.

¡Adelante!
-KAKAO BOOKS

#thehennawars #bookstagram #bookstagramespaña #librosjuveniles #libroslgbt #librosbonitos #librospararegalar #romancebooks #librosromanticos #bangladesh #asiameridional #racismo #homofobia #chicasmusulmanas #apropiacioncultural #cultureshock #familiasdiversas",Message,Photo,0,999,,,,986,0,13,0,Sexodiversidad
Instagram,https://www.instagram.com/p/Cbw9QbarB39/,,3/31/2022 6:31 am,"""El racismo no solo hiere, sino también mata. El racismo no solo nos daña a nosotros, sino daña a quien lo expresa porque no se permite construir desde el amor y la diferencia. Francia Márquez. marbelle.30 
#franciamarquez #racismo #afro #pactohistórico #rodaselprofe #felizjueves",Message,Photo,0,454,,,,435,0,19,0,
Twitter,https://twitter.com/taxioso/statuses/1509395914976280579,taxioso,3/31/2022 1:03 am,"pelaez_alberto Es un club de resentidos, algunos pocos pagados, los otros lo hacen solo para que les vaya mal a los fifis.",Mention,Text Only,249,0,"Ixtapa, Jalisco, Mexico",Men,,0,0,0,0,Backlash
Twitter,https://twitter.com/mtzmonroy2/statuses/1509391453914640384,mtzmonroy2,3/31/2022 12:45 am,"Tatuape6 @lopezdoriga dieron educación de licenciatura no como tú que has de tener apenas la secundaria, también te dije que tengo comercios, aparte de ser un pobre diablo sufres retraso como todo Chairo resentido por andar en metro jejej por cierto twittear lleva doble T pero obvio alguien como tú",Mention,Text Only,181,0,"Jiutepec, Morelos, Mexico",Men,,0,0,0,0,Backlash
Twitter,https://twitter.com/elrayleon/statuses/1509381102581993484,elrayleon,3/31/2022 12:04 am,"mileniotv @azucenau Racista, clasista, discriminadora y ahora hasta difamadora, ah! Se me olvidaba comparsa de Marín, que más sigue? Y obvio arrabalera, ¿pues en dónde te educaste? Eres una joyita. https://t.co/ZuXepT2kih",Mention,Video,39,0,"Ciudad Nezahualcoyotl, México, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/SkarRuzz/statuses/1509379565193469957,SkarRuzz,3/30/2022 11:58 pm,ChumelTorres @laishawilkins @ruizmassieu @osoriochong @VelascoM_ Jajaja.. naco es ser un pobre comediante que se siente un crítico político. Bufón!!,Mention,Text Only,132,0,"Guadalajara, Jalisco, Mexico",,,0,0,0,0,Odio
Twitter,https://twitter.com/RCarrasco123/statuses/1509366991190077444,RCarrasco123,3/30/2022 11:08 pm,RominaR39368875 Es hermosa🌻🤗ni al caso de comentarios racistas de éste patan,Mention,Text Only,250,0,Mexico,,,0,0,0,0,
Twitter,https://twitter.com/JoaqunValladar1/statuses/1509356810066710531,JoaqunValladar1,3/30/2022 10:28 pm,"Diotimais Las DDHH son grupos de
Fascistas con careta de
sociedad ni con máscara
pueden ocultar lo lacras
qué son racistas corruptas
con lenguaje arrabalero 
enemigos declarados de la 
4T",Mention,Text Only,194,5,"Patzcuaro, Michoacán, Mexico",,,2,0,0,3,
Twitter,https://twitter.com/_FerLeonMex/statuses/1509355476273741831,_FerLeonMex,3/30/2022 10:22 pm,"Jugando con un #LEGO 

Faltando por ""tema de salud""

No asistiendo a sesiones

Así más o menos la oposición de chisguete

La única oposición a la intención dictatorial del miserable resentido somos los ciudadanos, no la pitera clase política tan sin clase que según nos representa https://t.co/yNz06Ki4uj",Message,Photo,158,4,"Monterrey, Nuevo León, Mexico",,,2,0,0,2,Backlash
Instagram,https://www.instagram.com/p/CbwCyIGMKBw/,,3/30/2022 10:00 pm,"“El racismo no solo hiere, sino también mata. El racismo no solo nos daña a nosotros, sino daña a quien lo expresa porque no se permite construir desde el amor y la diferencia. A Marbelle le mando un abrazo ancestral para que se sane y construyamos desde la diferencia”, dijo Márquez cuando se le cuestinó por lo ocurrido con la cantante.

Sin embargo, Marbelle, sosteniendo que no fue racista con la ‘mano derecha’ de Petro, decidió responder a su invitación con una serie de publicaciones de Twitter, en las que no solo rechazo su propuesta sino que también aseguró que nunca podría tener nexo alguno con ella ni con el líder de la izquierda colombiana. “Yo a usted no la quiero abrazar, ni ancestralmente”, fue el primer escrito que dejó la también actriz en la red social.

Después, señaló que por más buenas intenciones que Márquez tuviera, lo cierto es que la política le había ofrecido “el abrazo de Judas”, aunque no especifica la razón para compararla con el discípulo que, según los evangelios, traicionó a Jesús antes de su crucifixión.

Por último, escribió: “Y le devuelvo su abrazo ancestral para que se lo guarde. Usted no me da confianza, ni me representa en ningún sentido. A mí no me venga con el discurso barato con el que quieren engañar a la gente”.

Como suele suceder con este tipo de controversias, los comentarios de los internautas no se hicieron esperar, algunos defendiendo a Marbelle, mientras que otros la criticaron por “seguir fomentando el odio en el país”.

#Marbelle #FranciaMárquez #Racismo #Política #Cantante #Elecciones2022 #EleccionesColombia #SemanaEn2022",Message,Photo,0,32210,,,,26089,0,6121,0,
Twitter,https://twitter.com/marthome/statuses/1509346626699247616,marthome,3/30/2022 9:47 pm,"La envidia es una declaración de inferioridad .
- Napoleón Bonaparte -",Message,Text Only,231,1,"Casa Blanca, Puebla, Mexico",,,1,0,0,0,
Twitter,https://twitter.com/armas1965/statuses/1509333197594800132,armas1965,3/30/2022 8:54 pm,"galvanochoa @jaa__ro Solo una mente como la suya donde ""estila"" racismo confundiria a una maestra de escuela con una sirvienta... Que poca materia gris tiene en su cerebro",Mention,Text Only,20,0,"Las Pintas de Arriba, Jalisco, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/biosunam/statuses/1509330755628982277,biosunam,3/30/2022 8:44 pm,jairocalixto @carlosalazraki es una mierda racista,Mention,Text Only,549,0,,Men,,0,0,0,0,
Twitter,https://twitter.com/djextra74/statuses/1509317218269552647,djextra74,3/30/2022 7:50 pm,galvanochoa woww vaya comentarios de su parte seudo economista esa farsa de lenguaje tan clasista y tan bajo se ve lo que es como se dice en varias partes de nuestro México #entremasviejomaspendejo por si no lo sabe racista de mierda ella es maestra tiene licenciatura bajo y vil,Mention,Text Only,824,0,"Casa Blanca, Puebla, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/lauradelialuque/statuses/1509313732467437568,lauradelialuque,3/30/2022 7:36 pm,"MaggieMt @B_Estefan Mire Profe @Jjlopez_almejo
justo hacen llegar a esta señora B_Estefan este hilo de @AlanRMacLeod
 lleno de racismo y clasismo",Mention,Text Only,3387,0,"Magdalena Contreras, Mexico City, Mexico",Women,,0,0,0,0,
Twitter,https://twitter.com/isaacpquiroz/statuses/1509308387539959813,isaacpquiroz,3/30/2022 7:15 pm,"Los movimientos sociales y organizaciones de las y los #TrabajadoresDelHogar, destacan este día con la intención de colocar en la agenda pública la situación de discriminación sistemática que viven, promoviendo su empoderamiento en las agendas nacionales. #EdoMéx #EquidadDeGénero https://t.co/pMPo2sYMV9",Message,Photo,2545,27,"Toluca, México, Mexico",Men,,19,0,0,8,
Twitter,https://twitter.com/OrtollServando/statuses/1509301358096179203,OrtollServando,3/30/2022 6:47 pm,calderacorona1 @FlotandoenMar @galvanochoa El nivel de racismo de este señor apabulla.,Mention,Text Only,6393,0,"Colima, Colima, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/Tovarichmx/statuses/1509299200370135042,Tovarichmx,3/30/2022 6:39 pm,galvanochoa Dice @galvanochoa que su post no es ofensivo ( pues ser trabajadora doméstica no es una labor denigrante) lo que sí demuestra además de ignorancia y estulticia al citar a alguien que -quieran o no- ya dejó huella en 🇲🇽 y 🇱🇷; es su evidente clasismo por el color de piel... WTF!!!,Mention,Text Only,873,0,"Coyoacan, Mexico City, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/slhowie/statuses/1509295462511042562,slhowie,3/30/2022 6:24 pm,"“Todo imbécil execrable, que no tiene en el mundo nada de que pueda enorgullecerse, se refugia en el último recurso de vanagloriarse por la clase social a la que pertenece por casualidad”…(Arthur Schopenhauer)…!!! https://t.co/86JMpJS8AP",Message,Photo,248,0,Mexico,Men,,0,0,0,0,
Instagram,https://www.instagram.com/p/CbvnSp8KGhy/,,3/30/2022 6:00 pm,"#Zaragoza El pasado 20, por el Dia MUNDIAL contra el #Racismo, l@s compas del Comite de Zaragoza, reinvindicaron #JusticiaSocial y recolectaron firmas, por que...
 🎼 de norte a sur, de este a oeste, la lucha sigue... ¡Cueste lo que cueste!🔥

#ILPRegularizacion",Message,Photo,0,459,,,,457,0,2,0,
Twitter,https://twitter.com/Lety168/statuses/1509287132308901889,Lety168,3/30/2022 5:51 pm,"rocioenamor Lo que más lástima es lo poco que ganan, para un trabajo muy duro. Ya sea en casa, oficinas, etc. También la discriminación que existe, por la manera, de como son tratadas y los sobrenombres que suelen llamarlas, por ejemplo ""las chachas"", ""criadas"", etc. Felicidades!!!!!!! https://t.co/WX1XzqNgXe",Mention,Photo,337,1,"Iztapalapa, Mexico City, Mexico",,,1,0,0,0,Odio
Twitter,https://twitter.com/IvnRodguec/statuses/1509286361349640198,IvnRodguec,3/30/2022 5:48 pm,"Jajaja ay suelten a mi Ags, si no fuera clasista y conservador no sería Ags 🤣 https://t.co/NpIyl9IUSG | QT: Que alguien piense en los más privilegiados! https://t.co/QzM8WkWadW https://t.co/MneMfbaYTh",Message,Link,218,2,"Oaxaca de Juarez, Oaxaca, Mexico",,,2,0,0,0,
Twitter,https://twitter.com/_JoseAntonio_MX/statuses/1509281527762456581,_JoseAntonio_MX,3/30/2022 5:28 pm,"Pobre @ChumelTorres salió mal financiero pero buen clasista...

¿Será el #Selenski mexicano para el #2024?

Un payaso fascista... https://t.co/pTMZjuoaEP",Message,Photo,1512,2,"Colonia del Valle, Mexico City, Mexico",Men,,1,0,0,1,
Twitter,https://twitter.com/vraptorsex/statuses/1509278555091480577,vraptorsex,3/30/2022 5:17 pm,AndrsPadillaC1 @RenaSuspendido Chinga tu racista y clasista madre y que chingona imagen que quien desprecias,Mention,Text Only,86,0,"Coacalco, México, Mexico",,,0,0,0,0,
Instagram,https://www.instagram.com/p/Cbvh2psIwqe/,,3/30/2022 5:13 pm,"🔴 ""Aquí estaré con mi frente bien alto, atenta a lo que la ley requiera de mí"", comentó la artista en su cuenta de Twitter. 

El senador electo por el Pacto Histórico Roy Barreras presentó una denuncia contra la artista y cantante Marbelle. Según él, Maureen Ramírez (como es su nombre de pila), insultó a la candidata vicepresidencial Francia Márquez, al compararla con el personaje de ficción 'King kong', a través de un trino realizado en su cuenta oficial de Twitter.

""He presentado esta denuncia penal contra Marbelle por violar la ley antirracismo y el código penal insultando e injuriando a nuestra candidata vicepresidencial FranciaMarquezM. ¿Señora Marbelle , creyó que podía escupir su racismo impunemente? #FranciaNoEstáSola"", trinó Barreras. 

Bantú Ashanti, director del colectivo de abogados Justicia Racial, denunció por discriminación a Marbelle, detalle que constató en redes sociales en donde compartió el texto completo de la denuncia.

“Denunciaremos a Marbelle, vamos a hacer que las vidas de la gente negra importen también en nuestra sociedad”, explicó el excandidato a la Cámara por el movimiento ‘Soy porque somos’.

Frente a la denuncia en su contra, Marbelle expresó en sus redes sociales: ""Que tengan miedo los que han asesinado y secuestrado. Que tengan miedo los que no pueden explicar de dónde viene la plata que les encuentran en bolsas o maletas. Que tengan miedo los que han incitado a matar policías y, sobre todo, que tenga miedo el del nene de Kong Kong"".

🔗 Lea toda la información en el link de la bio. 

📸: Tomada de Instagram de Marbelle 

#Marbelle #Racismo #FranciaMárquez",Message,Photo,0,19479,,,,17133,0,2346,0,Perfilamiento racial
Instagram,https://www.instagram.com/p/CbveMi-K_xB/,,3/30/2022 4:41 pm,"Esta expresión es comunmente pronunciada por personas que no entienden con claridad que es el Racismo Estrcuctural. Pues normalmente piensan que cuando las personas negras o racializadas, discriminan a personas blancas, están siendo también racistas. Sin embargo esto NO se trata de Racismo Inverso. Puesto que la discriminación que pueden sufrir, personas blancas en situaciones concretas, no afecta al resto de las esferas de vida de esta persona. Por ejemplo no afecta en la dificultad racial al acceso laboral, en la dificultad del alquiler a una vivienda, en las paradas policiales por perfil racial, etc. Estos ejemplos son efecto del Racismo Estructural, pero no de la discriminación, (aunque la discriminación puede ser o no estructural). AfroDiccionario no apoya la discriminación negativa en ninguna de sus formas. Pero entiende que los efectos psicologicos del Racismo Estructural en una o varias personas durante largos años de vida, puede genera efectos adversos en las personas negras o racializadas como el rechazo, el miedo, o la dificulttad en las relaciones, en algunas circustancias en las que indetifican o asocian a personas, actos, o situaciones como parte de la cultura de la opresión.
.

.

.

.

.

.

#RacismoInverso #afrodiccionario #yosoyantirracista #afro #racismo #racism #diccionario #reflexion #definicion #empoderamiento #africa #african #social #education #educacion #lenguajeinclusivo #significados #spain #concienciacion #orgullo #pride #immigration #migracion #diaspora #words #respect #respeto #equality #equidad #tomandonuestrosespacios",Message,Photo,0,189,,,,188,0,1,0,
Twitter,https://twitter.com/Reyneroatpko/statuses/1509265587989585926,Reyneroatpko,3/30/2022 4:25 pm,"GlezRR @StarbucksMex Ese es el gerente, méndigos clasistas, ¿A poco porque no cumple sus requisitos de gerente no va a serlo?",Mention,Text Only,589,0,"Jardines de la Silla (Jardines), Nuevo León, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/ArturoValadez_/statuses/1509259424564752385,ArturoValadez_,3/30/2022 4:01 pm,"Me da mucha risa como este tipo de cuentas como @GatitosVsDesig, defiende la desigualdad y quiere erradicar el “clasismo”. Se dicen de “izquierda”, adoran y defienden a los pobres, pero gran parte de las cuentas que los siguen, no las siguen de regreso.

¿Verdad qué hay niveles? https://t.co/suThtkExw2",Message,Photo,53,0,"Miguel Hidalgo, Mexico City, Mexico",Men,,0,0,0,0,
Twitter,https://twitter.com/mario_ac05/statuses/1509255725423505415,mario_ac05,3/30/2022 3:46 pm,"galvanochoa Que pena me da su comentario, su comentario si es clasista, racista y misógino.",Mention,Text Only,107,0,"Coyoacan, Mexico City, Mexico",,,0,0,0,0,Género
Twitter,https://twitter.com/Javi_G__/statuses/1509255390789345284,Javi_G__,3/30/2022 3:45 pm,Langosta1607 Los prietos con acento feo son CHAKALES,Mention,Text Only,96,0,"Tuxtla Gutierrez, Chiapas, Mexico",,,0,0,0,0,
Twitter,https://twitter.com/jandrolopez/statuses/1509251460659249153,jandrolopez,3/30/2022 3:29 pm,JaroCeleste El arqui resentido pagafantas!,Mention,Text Only,380,0,"Tesistan, Jalisco, Mexico",Men,,0,0,0,0,Backlash
