Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Likes,Dislikes,Comments,Shares,Theme
Instagram,https://www.instagram.com/p/CeH2thNt3hs/,,5/28/2022 9:00 pm,"El ámbito que más se padeció es en el educativo con el 41%
#inadi #discriminación #argentina #racismo",Message,Photo,0,0,,0,0,0,0,
Twitter,https://twitter.com/CARLOSHGUEVARA/statuses/1530706660154433536,CARLOSHGUEVARA,5/28/2022 8:24 pm,dany11__ Pinché gente acomplejada no se aceptan biologicamente y llaman enfermos a los que no aplaudimos su trastorno....,Mention,Text Only,4374,0,"Monterrey, Nuevo León, Mexico",0,0,0,0,
Twitter,https://twitter.com/betocreativo/statuses/1530704384220205056,betocreativo,5/28/2022 8:15 pm,"ELTIEMPO Ehhhnograciasmirey, con lo racistas que son allá",Mention,Text Only,1590,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/Fatimamgallego/statuses/1530699907329314818,Fatimamgallego,5/28/2022 7:57 pm,Me escucho bien clasista pero es que a veces la gente si es muy naca🥴,Message,Text Only,40,0,"Monterrey, Nuevo León, Mexico",0,0,0,0,Odio
Twitter,https://twitter.com/Fatimamgallego/statuses/1530699483746533379,Fatimamgallego,5/28/2022 7:56 pm,Voy a soñar bien clasista pero es que a veces la gente si es muy naca🥴,Message,Text Only,40,0,"Monterrey, Nuevo León, Mexico",0,0,0,0,Odio
Twitter,https://twitter.com/robertohcar/statuses/1530696957957742592,robertohcar,5/28/2022 7:46 pm,marianagc Corran la voz: Una vulgar clasista a la que no le importas. https://t.co/qveJczfpK0,Mention,Photo,263,0,"Garza Garcia, Nuevo León, Mexico",0,0,0,0,
Twitter,https://twitter.com/Andres_Vingback/statuses/1530694862932148225,Andres_Vingback,5/28/2022 7:37 pm,"wraul6928 @LillyTellez Que se siente ser un lame traseros del cacas? Es un honor? Pobrecito, tu lo alabas y a tu amo le vales un reverendo carajo! Pero así de retrasados mentales son ustedes, a parte de ignorantes, acomplejados y resentidos sociales idénticos a su amo",Mention,Text Only,368,0,Mexico,0,0,0,0,Backlash
Instagram,https://www.instagram.com/p/CeHqja7ubbO/,,5/28/2022 7:13 pm,"Siempre se ha dicho que Venezuela 
es un crisol diverso producto de su 
pasado colonial; pero también por 
tantos migrantes que llegaron a es-
tas tierras. Ahora bien, cuando se 
analiza en el ámbito cultural quié-
nes son los representantes afrodes-
cendientes, los nombres exitosos 
o recordados por el público son 
limitados: Oscar D’León, Wilmer 
Machado “Coquito”, Henry Stephen, 
Franklin Virgüez, Gledys Ibarra, 
Mirtha Borges, Tomas Henríquez, 
Caridad Canelón… De una manera 
se proclama con orgullo nuestro 
origen mestizo silenciando de for-
ma sutil, consciente o inconsciente-
mente, todo aquello que no cumpla 
con los parámetros comerciales, ar-
tísticos y estéticos impuestos desde 
la visión eurocentrista
.
Para analizar si existe o no ra-
cismo en la industria de la cultura 
y el entretenimiento en Venezuela, 
El Universal conversó con tres ex-
ponentes y activistas afro: la pro-
ductora audiovisual y podcaster 
de “Negra como yo”, Gisette Rosas negracomoyo ; 
la creadora de contenido Coromoto 
Hernández coromottoo , y el fotógrafo Gabriel 
Pinto mulatopinto .

#Racismo #Venezuela #GisetteRosas #Coromoto #GabrielPinto #DulceMaríaRamos #ElUniversal",Message,Photo,0,15,,0,0,15,0,
Twitter,https://twitter.com/Arielmartinexz/statuses/1530686394644975616,Arielmartinexz,5/28/2022 7:04 pm,Los vecinos de la alcaldía son los acomplejados #respect | QT: Felicidades al Real Madrid por el título de @ChampionsLeague conseguido esta noche en el Stade de France.,Message,Text Only,177,0,"Medina, Guanajuato, Mexico",0,0,0,0,
Instagram,https://www.instagram.com/p/CeHo-6LM6vT/,,5/28/2022 7:00 pm,"¿Qué es el racismo?
.
Es un sistema de dominación estructural que sostiene ideas, acciones, prejuicios, pensamientos y conductas que se generan respecto a lo que entendemos por “raza”, entendiendo esta como parte de un ejercicio de poder, es decir, donde alguien es superior a otros.
.
Esta superioridad tiene diversas maneras de manifestarse, ya sea como privilegio hacia las personas blancas o en formas de opresión, violencia y discriminación hacia los grupos no blancos.
.
Una de las formas en que se expresa comúnmente el racismo, es el racismo epistémico. Este se basa en la consideración de que la tradición del pensamiento occidental (Euro centrista) es el único capaz de producir legitimo “conocimiento  universal”.
.
Algunas de las manifestaciones de racismo veladas son expresiones como:
*Eres negro pero lindo.
*Pero tú eres diferente a los otros negros.
*Los negros son mejores para los deportes.

#Elestadonet⚙️ #afrocolectiva #racismo  #feminismosnegros #racismoestrutural #antirracismo #nomasracismo #antirracismo #afrocolectiva #antirracista",Message,Photo,0,11,,11,0,0,0,
Twitter,https://twitter.com/baksbaksbukent/statuses/1530684566314405888,baksbaksbukent,5/28/2022 6:56 pm,"Mucho 'Ala Madrid' festejando con tu camisa del Real Madrid, pero el nopal de la cara y el color cartón mojado dice otra cosa mi perro.

Sosiegate wey.

🤫🤫🤫",Message,Text Only,253,0,"Merida, Yucatán, Mexico",0,0,0,0,
Twitter,https://twitter.com/ilara_2401/statuses/1530678923595587584,ilara_2401,5/28/2022 6:34 pm,"benomata Puro naco raiao que habla y sale ahí, ches macuarrotes",Mention,Text Only,309,0,"Monterrey, Nuevo León, Mexico",0,0,0,0,Odio
Twitter,https://twitter.com/4C1D_H34D/statuses/1530678677444472832,4C1D_H34D,5/28/2022 6:33 pm,LOVREGA Y Europa es más racista...,Mention,Text Only,258,0,"Xochimilco, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/MrCanciller/statuses/1530678196533723142,MrCanciller,5/28/2022 6:31 pm,"Creen que nadamas es para chilangos...
#AIFA Comparte CDMX población urbana EdoMex e Hidalgo al Nororiente.
Ecatepec,el municipio más poblado.
!no sean Sopes!
Tenían q venir ""lejos"" al Benito Juárez.
@ChumelTorres
@DeniseDresserG o se hacen P€πd€✓o$
¡Usen el q quieran ustedes! | QT: #YaChole con el AIFA pinches derechangos, porqué les guste o no pronto será uno de los Aeropuertos más concurrido y hermoso del planeta, ustedes fachos resentidos mejor tomen un vuelo y váyanse mucho ACASM. (Se tenía que decir y se dijo) #FelizSabado",Message,Text Only,1140,0,"Tlalpan, Mexico City, Mexico",0,0,0,0,Backlash
Twitter,https://twitter.com/aescamillad/statuses/1530675297376272384,aescamillad,5/28/2022 6:20 pm,Y dicen que todavía no hay racismo 😭 | QT: 😶 https://t.co/qkaBJoNpYL,Message,Text Only,840,0,"Cuautepec de Hinojosa, Hidalgo, Mexico",0,0,0,0,
Twitter,https://twitter.com/El__Baqueton/statuses/1530675173589889025,El__Baqueton,5/28/2022 6:19 pm,jgnaredo Jajajaja pinche resentido social... Desde aquí se te ven los codos percudidos,Mention,Text Only,135,0,"Colonia del Valle, Mexico City, Mexico",0,0,0,0,"Tono de piel, Backlash, Odio"
Twitter,https://twitter.com/beto41440282/statuses/1530658085131284481,beto41440282,5/28/2022 5:11 pm,"eres un pendejo, un inútil poco hombre más lo que se acumule, así le has de hablar a tu madre caon | QT: @MaribelCruzGa13 Ya ves que eres idiota. Tú te refieres así a las personas que hacen la limpieza, y yo soy el clasista. Fea, naca, criada ya ahora idiota. En serio? Wow, partidazo de mujer",Message,Text Only,1776,0,"Miguel Aleman (La Doce), Sonora, Mexico",0,0,0,0,"Odio, Género"
Instagram,https://www.instagram.com/p/CeHZq5Nv4M1/,,5/28/2022 4:46 pm,"¿Qué está pasando en Ciudad Juan Bosch?

Foto: Jorge González

Una investigación de La Voz de los Trabajadores desde Ciudad Juan Bosch y en base a testimonios directos de trabajadores de la construcción y residentes, personas dominicanas y haitianas, ha permitido desvelar importantes aspectos hasta ahora ocultos sobre la represión gubernamental y las acciones de grupos fascistas, alentados por las acciones del gobierno a partir del 18 de mayo.

Te invitamos a leerla en el enlace de nuestra Bio.

#RD #CiudadJuanBosch
#racismo #inmigrantes #persecución #Abinader #fascismo #periodismo #corrupción #política #PoliciaNacionalUnaBandaCriminal #brutalidadpolicial #haitianos #trabajadores #solidaridad #dignidad #construcción #investigación #represión #violencia #PRM",Message,Photo,0,67,,67,0,0,0,
Twitter,https://twitter.com/thegreat_maxi/statuses/1530649000080199681,thegreat_maxi,5/28/2022 4:35 pm,Jajajaja me bloqueo los comentarios este puto naco https://t.co/MerjeeuKUQ,Message,Photo,162,0,"Merida, Yucatán, Mexico",0,0,0,0,"Sexodiversidad, Odio"
Twitter,https://twitter.com/MDOPedro/statuses/1530647341409222657,MDOPedro,5/28/2022 4:28 pm,Naranja ya es color cazuela... GUINDA... | QT: NO VOTEN POR MORENA NI POR MORENA NARANJA.👇,Message,Text Only,3218,0,"Cuernavaca, Morelos, Mexico",0,0,0,0,Odio
Twitter,https://twitter.com/BPalmerosE/statuses/1530646561205760001,BPalmerosE,5/28/2022 4:25 pm,"Las mujeres y niñas tenemos el derecho de exigir y recibir servicios de salud en igualdad de condiciones, sin discriminación y con respeto a nuestra integridad y nuestros derechos humanos; hoy conmemoramos el Día Internacional de Acción por la Salud de las Mujeres. https://t.co/TEtOZ59Acs",Message,Photo,1097,0,"Veracruz, Veracruz, Mexico",0,0,0,0,Género
Twitter,https://twitter.com/iThinkEmo/statuses/1530646541312090114,iThinkEmo,5/28/2022 4:25 pm,zeiashtar Yo pensé que mayoritariamente los mirreyes eran quienes ocupaban esa expresión dirigiéndose hacia quienes ellos consideran inferiores o de otra clase social.,Mention,Text Only,794,0,"Tlalnepantla, México, Mexico",0,0,0,0,
Twitter,https://twitter.com/varamburucano/statuses/1530646229469773825,varamburucano,5/28/2022 4:24 pm,"Miren nada más qué clase de execrable personaje defiende a @iberdrola | QT: ⚠️ Artículo 22 constitucional: Quedan prohibidas… la multa excesiva…

Abusivos, acomplejados, ignorantes, espanta inversiones y miserables. Están acabando con el país por sus prejuicios y su visión trasnochada y autoritaria. Ahora sí: váyanse al carajo. 

#Iberdrola 

@Reforma https://t.co/o67LrNOIaM",Message,Text Only,7515,38,"Colonia del Valle, Mexico City, Mexico",30,0,4,4,
Twitter,https://twitter.com/TooPadre/statuses/1530642309636710400,TooPadre,5/28/2022 4:08 pm,"SimpsonitoMX -Aquí es donde vengo a hablar de racismo y discriminación.-
-De lujo.- https://t.co/4TtXxJkgOl",Mention,Photo,183,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/ale_go_may/statuses/1530637982184706048,ale_go_may,5/28/2022 3:51 pm,"Y discurso malo y resentido! | QT: Me llama la atención que las y los legisladores de Morena hablen de violencia de género, mientras quieren desaparecer la unidad de Género y Derechos Humanos del #IECM. Me queda claro que lo suyo sólo es el discurso.",Message,Text Only,854,0,"Iztapalapa, Mexico City, Mexico",0,0,0,0,Backlash
Twitter,https://twitter.com/pinedamax94/statuses/1530635315899138049,pinedamax94,5/28/2022 3:41 pm,porMexico15 @TaniusFranz @omarRangel84 @VicenteFoxQue Lo siento pero ya hubieron varios estudios que desmintenten tu forma tan clasista de percibir la realidad. https://t.co/CDny0HaS6X,Mention,Photo,93,0,"Colonia del Valle, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/pempemx_/statuses/1530633353451524097,pempemx_,5/28/2022 3:33 pm,Hoy me toca andar como trenza de indio,Message,Text Only,36,0,Mexico,0,0,0,0,Origen cultural
Instagram,https://www.instagram.com/tv/CeHQ33Wl37-/,,5/28/2022 3:31 pm,"📌Incrementar la igualdad y combatir la discriminación

Los principios de igualdad y no discriminación constituyen la esencia de los derechos humanos y ayudan a reducir las desventajas por numerosas razones y en muchos ámbitos. Los derechos humanos no se restringen a grupos especiales. 

Son para todos, para toda la sociedad y para el mundo entero. Sin embargo, persiste la discriminación contra las minorías religiosas, étnicas y nacionales, las personas de ascendencia africana, los pueblos indígenas, las personas con discapacidad, los migrantes, las personas mayores, los niños, las mujeres y las personas LGBTI, entre otras. 

Las formas tradicionales de los prejuicios se combinan con la desigualdad social y de ingresos para impulsar el conflicto, el racismo y la xenofobia.

#nodiscriminacion #igualdad #racismo #xenophobia #migrantes #lgbti",Message,Video,0,2,,2,0,0,0,Género
Instagram,https://www.instagram.com/p/CeHRFaXril7/,,5/28/2022 3:31 pm,"El Consejo para la Eliminación de la #Discriminación Racial o Étnica lanza la campaña #DenunciaElRacismo.
.
💡 ¿Conoces su Servicio de atención a víctimas de racismo?
.
✅ Está disponible para víctimas de agresiones o cualquier tipo de discriminación racista.
✅ Garantiza la confidencialidad y el derecho a la intimidad de las víctimas durante todo el proceso.
.
Si sufres una agresión o discriminación racista:
☎️ Llama al teléfono gratuito: 900 20 30 41
📲 WhatsApp: 628 86 05 07
.
.
.
#Racismo #DenunciaElRacismo #DiscriminaciónRacial #Víctimas #informaciónjuvenil #madridesjoven 

juventudcmadrid injuvespain pdc_tetuán",Message,Photo,0,9,,9,0,0,0,
Twitter,https://twitter.com/Edson5Torres/statuses/1530628347746713601,Edson5Torres,5/28/2022 3:13 pm,"LaReimers diciendo pendejadas, que el fútbol se está alejando de la gente, que es clasista y se debe a interés de unos cuantos, lo dice cuando está en la transmisión de @HBOMaxLA @tntsportsmex quién cobra por ver la transmisión. #ElChisteSeCuentaSolo 🤦🏻",Mention,Text Only,2002,0,"Merida, Yucatán, Mexico",0,0,0,0,
Instagram,https://www.instagram.com/tv/CeHOjOfBV5L/,,5/28/2022 3:11 pm,"📌Incrementar la igualdad y combatir la discriminación

Los principios de igualdad y no discriminación constituyen la esencia de los derechos humanos y ayudan a reducir las desventajas por numerosas razones y en muchos ámbitos. Los derechos humanos no se restringen a grupos especiales. 

Son para todos, para toda la sociedad y para el mundo entero. Sin embargo, persiste la discriminación contra las minorías religiosas, étnicas y nacionales, las personas de ascendencia africana, los pueblos indígenas, las personas con discapacidad, los migrantes, las personas mayores, los niños, las mujeres y las personas LGBTI, entre otras. 

Las formas tradicionales de los prejuicios se combinan con la desigualdad social y de ingresos para impulsar el conflicto, el racismo y la xenofobia.

#nodiscriminacion #igualdad #racismo #xenophobia #migrantes #lgbti",Message,Video,0,4,,4,0,0,0,Género
Twitter,https://twitter.com/Emilio_Cocom/statuses/1530625176089534469,Emilio_Cocom,5/28/2022 3:00 pm,"Pinche sol está bien culero, Dios apiádate de nosotros los güeros, los pinches prietos como quiera aguantan.",Message,Text Only,872,0,"Las Pintas de Arriba, Jalisco, Mexico",0,0,0,0,Odio
Twitter,https://twitter.com/Dr_Ponaxtle/statuses/1530623311272505344,Dr_Ponaxtle,5/28/2022 2:53 pm,DrDhelizioso @Luis_Montero36 @moymiranda57 @HLGatell Resentido!!! Sin más ni menos!!!,Mention,Text Only,69,0,"Iztapalapa, Mexico City, Mexico",0,0,0,0,Backlash
Instagram,https://www.instagram.com/p/CeHLF0MI-MD/,,5/28/2022 2:38 pm,"👇👇👇 ¿Discapacidad es enfermidad?

Sí, algunas discapacidades son causadas por enfermedades, pero una persona con una discapacidad no es necesariamente alguien que está enfermo. El modelo social que analiza la persona con una discapacidad en su conjunto y en otros aspectos, anula la asociación entre la discapacidad y la enfermedad. Pensar que las personas con discapacidad deben ser curados de todos modos, porque están enfermos es una actitud capacitista que refuerza los prejuicios y, en consecuencia, la ""exclusión"".

La discapacidad es un impedimento a largo plazo de naturaleza física, intelectual, psíquicosocial o sensorial, que en interacción con barreras, pueden impedir la participación plena y efectiva en la sociedad. Mientras que la enfermedad es una alteración en la salud de una persona que necesita sanación y tratamiento.

Confiesa... Sueño con el día en que les personas, entiendan de una vez, la diferencia entre estos conceptos. Me irrito profundamente, cuando alguien me ve y, automáticamente, sale la célebre pregunta: ""entonces, ¿te encuentras mejorcita?""

Os prometo que siempre, pero siempre me viene la misma respuesta, aunque no verbalize, ¿alguien puede adivinar?
.
.
. 
#pcd
#discapacidad
#deficiência
#capacitismo
#racismo
#flamenco
#ciganos
#gitanos
#gitanas
#opreroma
#Antigitanismo",Message,Photo,0,90,,88,0,2,0,
Twitter,https://twitter.com/julioo_mena/statuses/1530619028330381312,julioo_mena,5/28/2022 2:36 pm,"Na más hay que recordarles que en 1994 un grupo indígena inició un conflicto armado contra el Estado Méxicano por la segregación que padecen. | QT: @CelerinoSalmer1 @julioo_mena @crcc0206 @carlosbravoreg @equidistar @pablo_majluf Exacto!!  Lo que Pablo debatió es que no hay un racismo sistémico y estructural como si lo hubo en EEUU incluso con leyes segregacionistas. Claro que hay discriminación en Mexico, solo que no es fundamentalmente basada en la raza. Responder con el argumento negacionista es cliché",Message,Text Only,1419,0,"Miguel Hidalgo, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/EverardoPazstor/statuses/1530618863712358402,EverardoPazstor,5/28/2022 2:35 pm,"jgnaredo Imbécil resentido de mierda, mi papá fue barrendero y con trabajo y estudio yo pago 200 mil pesos de mis dos hijas en la universidad, porqué promueven la mediocridad?, en realidad ustedes son los que odian a México.",Mention,Text Only,229,0,"Tlalpan, Mexico City, Mexico",0,0,0,0,Backlash
Twitter,https://twitter.com/JoseGandhy/statuses/1530617248649564160,JoseGandhy,5/28/2022 2:29 pm,Paajaro @IssacChavarin El no puede ser racista es prieta bai,Mention,Text Only,15628,0,"Tesistan, Jalisco, Mexico",0,0,0,0,
Twitter,https://twitter.com/JoseGandhy/statuses/1530614267153612801,JoseGandhy,5/28/2022 2:17 pm,Lo hombres blancos con penes lilas me causan conflicto ! Jajaja (cero racismo),Message,Text Only,15628,4,"Tesistan, Jalisco, Mexico",2,0,2,0,
Twitter,https://twitter.com/diasporicx/statuses/1530613283681710081,diasporicx,5/28/2022 2:13 pm,"Pendejos que no saben diferenciar la cumbia del cumbión, y usan este último como cliché nomás. 

Al rato va a decir que el clasismo tampoco existe. | QT: Hoy me salvó el Licenciado Don Manuel Bartlett Díaz de un mega cumbión vecinal con un apagón setentero en toda la ciudad. Agradezco.",Message,Text Only,895,0,"San Francisco Acuautla, México, Mexico",0,0,0,0,
Twitter,https://twitter.com/MichelYz1988/statuses/1530612666456322049,MichelYz1988,5/28/2022 2:11 pm,PelonGomis Lo dice quien vivió a la sombra del ingenio de su padre. Tú sí que conoces lo que es vivir acomplejado.,Mention,Text Only,486,0,"Coacalco, México, Mexico",0,0,0,0,
Twitter,https://twitter.com/ElPapi69soy/statuses/1530611527669190657,ElPapi69soy,5/28/2022 2:06 pm,dondeestuvo Cual racista es o mejor dicho fue por el morro que se fue de hocico 🤣🤣🤣,Mention,Text Only,120,0,"Azcapotzalco, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/rubmaza/statuses/1530608204710805508,rubmaza,5/28/2022 1:53 pm,"Esto es tan común, a muches constantemente nos piden comprobar nuestra nacionalidad mexicana con violencia y ofensas racistas y  xenófobas como “Te ves muy prieto, pareces de otro país” “¿A poco eres mexicanx?”  La @GN_MEXICO_ e @INAMI_mx principales violentadores. ✊🏽 | QT: Tras 53 horas liberan a chiapaneco que Guardia Nacional confundió con un migrante: ""usted disculpe"" - Proceso https://t.co/imTRjiLQnC",Message,Text Only,13885,0,Mexico,0,0,0,0,Perfilamiento racial
Twitter,https://twitter.com/diasporicx/statuses/1530607317141561344,diasporicx,5/28/2022 1:49 pm,"Extraño a la hija de mi ex. 
A veces era medio groserita, pero no mal pedo. Lloraba de berrinche pero le ganaba la risa, súper lista, aprendió desde pequeña que era hermosa a pesar de lo que le pudieran decir lxs pndejxs, por su color de piel, por ejemplo.",Message,Text Only,895,0,"San Francisco Acuautla, México, Mexico",0,0,0,0,
Facebook,http://www.facebook.com/633767657076047/posts/1440266536426151,Racismo_MX,5/28/2022 1:39 pm,"Photos from Racismo_MX's post | #JuanitaLibre Demandamos justicia restaurativa para Juanita ✊🏽✊🏾✊🏿

Todos los días en México se perfila racialmente a cientos de personas de manera injustificada, casos como el de Juana Alonzo en los que la lectura de nuestrxs cuerpxs nos convierta en personas sospechosas o culpables sin motivo alguno no deberían de existir. 

#PerfilamientoRacial #Migración",Message,Text Only,0,9,,6,0,0,3,
Instagram,https://www.instagram.com/p/CeHBfrnN1lL/,,5/28/2022 1:15 pm,"""We are here to love each other. That is why you are alive. That is what life is for"".
Maya Angelou, poeta, cantante y activista por los derechos de las personas negras, falleció hace 8 años.
.
.
.
#latidoamérica #latidoamerica #américa #afro #afroamericana #eeuu #usa #derechosciviles #racismo #discriminación #activiso #activista #singer",Message,Photo,0,2,,1,0,1,0,Origen cultural
Twitter,https://twitter.com/beto_aguisa/statuses/1530595137520279552,beto_aguisa,5/28/2022 1:01 pm,"los países que se rehusan a acudir a la #CumbreDeLasAméricas hicieran una reunión entre ellos, no tengo duda que la llamarían:

La reunión de los parientes pobres y resentidos.

O el Club de los mediocres o 

la Asamblea de los fallidos.

Pero a cumbre, jamás llegaría 🤣🤣🤣 | QT: Asistiré a la Cumbre solo si están invitados todos los países de América sin excepción. “El estudio más digno de un americano es América”.",Message,Text Only,2181,0,"Tepeaca, Puebla, Mexico",0,0,0,0,Backlash
Twitter,https://twitter.com/femeluga1/statuses/1530594083420483584,femeluga1,5/28/2022 12:57 pm,"Elizabetciu La palabra prieto correctamente utilizada significa algo apretado, muy ajustado. En algún momento y quién sabe por qué razón se empezó a utilizar para definir el color de la piel. ¿Es ofensiva en esta última connotación? Puede serlo, depende de la intención.",Mention,Text Only,62,0,"Ixtapa, Jalisco, Mexico",0,0,0,0,
Twitter,https://twitter.com/EggsyKingsman95/statuses/1530591505475411968,EggsyKingsman95,5/28/2022 12:47 pm,"Y cuando quedamos de vernos dije 
Vergaaaa
Osea está bien abusar de uno que otro 
Pero está morra traía más filtros que la prieta del Pachuca 
Procedo a block y a jamás volver a tocar ese tema hasta hoy.

La moraleja es aceptense y no abusen de los filtros 👍",Mention,Text Only,79,0,"Tizayuca, Hidalgo, Mexico",0,0,0,0,Género
Twitter,https://twitter.com/a_celadap/statuses/1530589172964130818,a_celadap,5/28/2022 12:37 pm,"- Dices que no eres «racista», pero te tiñes el pelo de rubio. ¿No eso contradictorio?
- Yo:

#MéxicoEsRacista https://t.co/pbwaijvnpz",Message,Photo,103,0,"Santa Rosa Jauregui, Querétaro, Mexico",0,0,0,0,
Twitter,https://twitter.com/UrsulaBethManzo/statuses/1530588094617071616,UrsulaBethManzo,5/28/2022 12:33 pm,"Fui toda chilapatrosa al Smart, la cerillita mientras empacaba mi mandado,me dijo: AHÍ LE PUSE DOBLE BOLSA NO SE LE VAYAN A CAER SUS COSAS EN LA RUTA😡oh vaya como no me había bañado y estoy prieta pues no puedo tener carro🙄ay mis paisanas prietas me la aplican time & time again",Message,Text Only,1121,0,Mexico,0,0,0,0,
