Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Likes,Dislikes,Comments,Shares,Theme
Twitter,https://twitter.com/morfeosonora/statuses/1526738635873128448,morfeosonora,5/17/2022 9:37 pm,abg7796 @rthur_013 Ese puto es racista,Mention,Text Only,691,0,"Miguel Aleman (La Doce), Sonora, Mexico",0,0,0,0,Sexodiversidad
Twitter,https://twitter.com/zeruch124/statuses/1526738086142611456,zeruch124,5/17/2022 9:34 pm,SandraCuevas_ no es más pendeja porque no se esfuerza | QT: La delegada o alcaldesa en Cuahutémoc es una ignorante clasista. Lo que hizo con los rótulos es un error y una falta de respeto. https://t.co/1jyy37aIok,Mention,Text Only,815,0,"Cuauhtemoc, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/jpgalicia/statuses/1526729826295595008,jpgalicia,5/17/2022 9:02 pm,"En la manifestación, se leyó un pronunciamiento en el que se señaló que siguen habiendo casos de discriminación contra la diversidad sexual, pese a que desde hace varios años las identidades sexuales disidentes dejaron de considerarse “enfermedades”.

#IDAHOBIT2022 #IDAHOT2022 https://t.co/JSbyQJzlxn",Message,Video,2097,0,"Merida, Yucatán, Mexico",0,0,0,0,
Twitter,https://twitter.com/MaEugeniaVidal3/statuses/1526727446254460928,MaEugeniaVidal3,5/17/2022 8:52 pm,jgnaredo Pobre resentido,Mention,Text Only,866,0,"Villahermosa, Tabasco, Mexico",0,0,0,0,Backlash
Twitter,https://twitter.com/rodvnv/statuses/1526726277310423040,rodvnv,5/17/2022 8:48 pm,"Ser LGBTIQ+ y ecolocx es lo de hoy 🏳️‍🌈♻️ | QT: Amistades, hoy se nos juntaron dos efemérides muy lobas: Día Internacional Contra la LGTBIfobia 🏳️‍🌈🏳️‍⚧️ y Día Internacional del Reciclaje ♻️ sigamos luchando por entornos sin discriminación y por un medio ambiente sano en el que la economía sea realmente circular.",Message,Text Only,164,0,"Coatlinchan, México, Mexico",0,0,0,0,
Instagram,https://www.instagram.com/p/CdreQvbOesP/,,5/17/2022 8:27 pm,"#Noticias| Senacyt Concyt lanzó su política interna contra el racismo y la discriminación racial. 

Más información aquí
https://www.somoschapinesgt.com/Senacyt.htm

 #SomosNoticias #somoschapinesdigital #Racismo",Message,Photo,0,2,,2,0,0,0,
Facebook,http://www.facebook.com/633767657076047/posts/1432545060531632,Racismo_MX,5/17/2022 8:25 pm,"👉 ""Los sistemas de opresión no están separados entre sí"", José Antonio Aguilar, Dir. de @Racismo_MX #DiálogosFamilia",Message,Text Only,0,7,,5,0,0,2,
Twitter,https://twitter.com/PincheEibi/statuses/1526719277293764611,PincheEibi,5/17/2022 8:20 pm,"I can relate to this ridícula, porque mi genética siendo Duranguense o sea de la tierra de los alacranes hace que por inercia yo pique con la cola 💅🏽 | QT: Vi que se hizo viral este video y creo que es un buen ejemplo de cómo se van tergiversando las ideas sobre genética/genómica y refuerzan las ideas racistas 🧵 https://t.co/25W7vAL6UZ",Message,Text Only,3314,0,"Tesistan, Jalisco, Mexico",0,0,0,0,
Twitter,https://twitter.com/CesarHabre/statuses/1526717873204383746,CesarHabre,5/17/2022 8:14 pm,"Que parte no entiende esta mujer????, se trata de un borrador separatista, clasista , que no identifica a Chile,  no somos pluri de nada idiota | QT: Les invito a leer si prejuicios. Nadie pretenderá que Morgan Stanley tiene una visión extremista de izquierda.👇🏽@berfontaine @JuanSutilS @SofofaChile @bernardolarrain",Message,Text Only,423,0,"Ciudad Madero, Tamaulipas, Mexico",0,0,0,0,Género
Twitter,https://twitter.com/Alex_Orue/statuses/1526715796218585089,Alex_Orue,5/17/2022 8:06 pm,"Lo que empieza con palabras de odio, termina en violencia.

Si desde el púlpito predicas odio, o si desde el curul legislas discriminación, o si desde el aula enseñas intolerancia, eres parte del problema.

#IDAHOBIT2022 
https://t.co/NjVqB9qY5r",Message,Link,41166,0,"Merida, Yucatán, Mexico",0,0,0,0,
Twitter,https://twitter.com/SaulMadrigal5/statuses/1526711085809602560,SaulMadrigal5,5/17/2022 7:47 pm,leogarciamx Es una niña boba que solo se subió al tren tachando de racismo sin siquiera investigar un minuto el tema,Mention,Text Only,41,0,"Las Pintas de Arriba, Jalisco, Mexico",0,0,0,0,
Twitter,https://twitter.com/luis1alfonso/statuses/1526710896206176256,luis1alfonso,5/17/2022 7:46 pm,"laadelita3 Les toca a l@s hidrocálid@s expresar quiénes son y de qué están hech@s. Les toca decidir entre democracia y cleptocracia, entre igualdad y discriminación, entre honestidad y corrupción, entre justicia e impunidad.",Mention,Text Only,489,0,"Tlalnepantla, México, Mexico",0,0,0,0,
Twitter,https://twitter.com/JuampiSwan/statuses/1526709400550920192,JuampiSwan,5/17/2022 7:41 pm,"BrianJCh No, debido a que usted no respeta y miente con tal de justificar su discriminación y sus agresiones pues... 🤷🏽‍♂️
Solito se puso en el foco de atención de la autoridad",Mention,Text Only,372,0,"Magdalena Contreras, Mexico City, Mexico",0,0,0,0,Perfilamiento racial
Twitter,https://twitter.com/zombiedarkelf/statuses/1526708449844658176,zombiedarkelf,5/17/2022 7:37 pm,"patyper Si es que se la pasan atacando, sacando a relucir su clasismo y racismo, pues cómo no? 🤷🏾",Mention,Text Only,237,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/jpgalicia/statuses/1526705575026909184,jpgalicia,5/17/2022 7:25 pm,"En el marco del Día contra la Discriminación #IDAHOBIT2022, colectivos de la diversidad sexual en Mérida convocaron a una manifestación en el Monumento a la Patria, la cual se lleva a cabo en estos momentos. https://t.co/zBm9JbE2MD",Message,Photo,2096,0,"Merida, Yucatán, Mexico",0,0,0,0,
Instagram,https://www.instagram.com/p/CdrWZMvIbY5/,,5/17/2022 7:18 pm,"👇👇👇 Día Internacional contra la Homofobia, la Transfobia y la Bifobia

La fecha del 17 de mayo se eligió específicamente para conmemorar la decisión de la Organización Mundial de la Salud en 1990 de desclasificar la homosexualidad como un trastorno mental. Combatir los prejuicios y todas sus derivaciones como el racismo, los estereotipos, la LGBTFOBIA+, la misoginia, la transfobia, el sexismo, la aporofobia y cuantas letras, colores y denominaciones surjan, es DEBER DE TODOS los que creen y buscan una humanidad más JUSTA y DIVERSA como ella. realmente es. 
.
.
.
#homofobia
#stophomophobia
#racismo
#flamenco
#ciganos
#gitanos
#gitanas
#opreroma
#Antigitanismo",Message,Photo,0,78,,78,0,0,0,
Twitter,https://twitter.com/AlcarazSheila/statuses/1526702747420020736,AlcarazSheila,5/17/2022 7:14 pm,Visibilizando las problemáticas como discriminación o violencia que sufren las mujeres lesbianas.,Mention,Text Only,2983,0,"Miguel Aleman (La Doce), Sonora, Mexico",0,0,0,0,"Sexodiversidad, Género"
Twitter,https://twitter.com/fasosamaldonado/statuses/1526702623776092161,fasosamaldonado,5/17/2022 7:14 pm,"El Racista
Lorenzo cordova
Que Odia a los
Indígenas
Rata y corrupto
Al servicio del PRIAN | QT: La profesionalización de autoridades electorales ha sido uno de los rasgos que han contribuido a la certeza e imparcialidad a las elecciones en México, la profesionalización de quienes fungirían como árbitros de las elecciones fue una exigencia de la sociedad: @lorenzocordovav. https://t.co/Wkrw0rVVAH",Message,Text Only,931,0,"Ecatepec, México, Mexico",0,0,0,0,Perfilamiento racial
Twitter,https://twitter.com/texteador_/statuses/1526699169380982785,texteador_,5/17/2022 7:00 pm,El #DíaContraLaLGTBIfobia se instituyó desde 2004 para crear conciencia sobre la discriminación y violencia que enfrenta la comunidad #LGBTTTIQA.,Mention,Text Only,555,0,"Miguel Hidalgo, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/MaikaLpezGonzl1/statuses/1526695603526311948,MaikaLpezGonzl1,5/17/2022 6:46 pm,Vinculan a sujeto por los delitos de discriminación y amenazas  https://t.co/heL2Qa3H73,Message,Link,14,0,"Aguascalientes, Aguascalientes, Mexico",0,0,0,0,
Instagram,https://www.instagram.com/p/CdrRH8DoGnD/,,5/17/2022 6:32 pm,"👇👇👇 ""Canción de cuna en Auschwitz""

Sobre el negro fango de Auschwitz que todo lo devora, Helene Hanneman ha levantado una guardería en el Campo Gitano. En ese lugar, donde la felicidad está prohibida, la joven madre ayuda a sobrevivir a poco más de un centenar de niños y, a pesar del horror del campo de exterminio, Helene no se rinde, nunca pierde las ganas de vivir ni de ayudar y nos enseña una maravillosa lección acerca del valor. Una emocionante novela basada en hechos reales, que rescata del olvido una de las más conmovedoras historias de heroísmo de una madre alemana en medio del terror nazi.
Un relato conmovedor en que se entrelazan la vida de prisioneros gitanos, judíos y alemanes que luchan por sobrevivir en el infierno del mayor campo de exterminio de la historia.
.
.
.
#racismo
#flamenco
#povocigano
#ciganos
#gitanos
#puebloromani
#pueblogitano
#opreroma
#Antigitanismo
#libros",Message,Photo,0,44,,44,0,0,0,
Twitter,https://twitter.com/zea_hellboy/statuses/1526692186800246790,zea_hellboy,5/17/2022 6:32 pm,"__rosamexicano Solo aguante 4 meses en Teleperformance y la verdad ha Sido el peor trato en mi vida, nunca había escuchado tanto racismo xd",Mention,Text Only,68,0,"Tehuacan, Puebla, Mexico",0,0,0,0,
Twitter,https://twitter.com/RobertoRicoRuiz/statuses/1526691569264476160,RobertoRicoRuiz,5/17/2022 6:30 pm,"Conmemoremos hoy el Día Internacional contra la Homofobia, la Bifobia y la Transfobia, día que reconoce la violencia y discriminación de las personas con diversas orientaciones, identidades y características sexuales.

#R3 https://t.co/pnF65frJIP",Message,Photo,8307,0,"La Providencia Siglo XXI, Hidalgo, Mexico",0,0,0,0,
Twitter,https://twitter.com/Alex_Orue/statuses/1526691097258479617,Alex_Orue,5/17/2022 6:28 pm,"#AsíQueQuieresHablarDe: Otra conversación que rescato hoy —que es el #IDAHOBIT2022— es la entrevista que le hice a @pCobosAlcala de @visible_mx sobre la discriminación a la comunidad LGBTQ+ y su labor de documentarla. 🌈🇲🇽

🎧 #Pódcast | @SoyHomosensual 

https://t.co/rx7K0poGdO",Message,Link,41170,0,"Merida, Yucatán, Mexico",0,0,0,0,
Twitter,https://twitter.com/Alex_Orue/statuses/1526690817116618760,Alex_Orue,5/17/2022 6:27 pm,"#AsíQueQuieresHablarDe: Otra conversación que rescato hoy que es el #IDAHOBIT2022 es la entrevista que le hice a @pCobosAlcala de @visible_mx sobre la discriminación a la comunidad LGBTQ+ y su labor de documentarla. 🌈🇲🇽

🎧 #Pódcast | @SoyHomosensual 

https://t.co/sVOkK1mk48",Message,Link,41170,0,"Merida, Yucatán, Mexico",0,0,0,0,
Twitter,https://twitter.com/israeltaverap/statuses/1526688507023896576,israeltaverap,5/17/2022 6:17 pm,Eliminemos la discriminación en todos los niveles de nuestra sociedad. https://t.co/cm5Md9seaC,Message,Photo,222,0,Mexico,0,0,0,0,
Twitter,https://twitter.com/azaelc/statuses/1526684167160872962,azaelc,5/17/2022 6:00 pm,alfredalva101 @JazmnLa99650699 @quintanaroonews @MaraLezama @IEQROO_oficial Jajaja eso tiene muchos años los del norte y centro asi son...y como bien han dicho solo los acomplejados se sienten menos y es de donde se agarra el mugroso anciano... de resentidos sociales y acomplejados...que son muchos mexicanos como tu que se fijan en eso.,Mention,Text Only,243,0,Mexico,0,0,0,0,Backlash
Twitter,https://twitter.com/jriveramx/statuses/1526680468145545217,jriveramx,5/17/2022 5:46 pm,"ElMario0 @anib_aly @AtmozAR @Orozkoko1 @DraAnaCeci Que resentido social. ¿Por qué le tiras la bolita al gremio médico y no le exiges y reclamas al gobierno, municipal, estatal y federal del desvío de recursos destinados a la salud? Tu solución es solo decir: “no tienen vocación”. Que simpleza.",Mention,Text Only,193,0,"Merida, Yucatán, Mexico",0,0,0,0,Backlash
Instagram,https://www.instagram.com/p/CdrLAFEp4lY/,,5/17/2022 5:39 pm,"EL ""CAMBIO DE COLOR"" DE LA POBLACION ES UNO DE LOS TANTOS PROBLEMAS QUE TENDRA QUE ENFRENTAR ARGENTINA EN LOS AÑOS VENIDEROS
Comentario poco sutilmente racista en el artículo sobre Argentina en el Diccionario Enciclopédico Planeta tomo 1, Editorial Planeta. Barcelona 1984.

#editorialplaneta
#racismo",Message,Photo,0,7,,7,0,0,0,
Instagram,https://www.instagram.com/tv/CdrKj_pJrLf/,,5/17/2022 5:36 pm,"#NACIONAL | El diputado Bórquez (UDI) impulsa proyecto de ley que tiene como objeto establecer sanciones determinadas -como la prohibición de por vida de ingresar a estadios-, en contra de las personas que cometan actos de racismo en el contexto de un espectáculo deportivo de fútbol. Esto, por motivo de “conductas inaceptables que han tenido algunos mal llamados hinchas de equipos chilenos en torneos internacionales”, explicó el legislador.

“Si bien hace ya varios años”, comentó Bórquez, “las autoridades deportivas han trabajado arduamente a nivel mundial para controlar los actos de violencia en los enfrentamientos deportivos, a modo de garantizar el normal curso de éstos. 
Para ello, tanto autoridades públicas como privadas han debido acordar medidas de control para evitar que se produzcan actos violentos”.

“Sin embargo, hemos visto un fenómeno que no tiene cabida, no sólo en el fútbol, sino en el deporte en general y también en nuestra sociedad, relacionado con gritos racistas, no sólo a jugadores, sino también a seguidores de otros clubes que han venido estas últimas semanas a Chile a participar de la Copa Sudamericana o la Copa Libertadores”, indicó Bórquez.

▶️. https://radiolaisla.cl/2022/05/17/diputado-borquez-impulsa-proyecto-que-prohibe-de-por-vida-ingresar-a-estadios-a-quienes-cometan-actos-racistas-o-xenofobos/

#bórquez #udi #proyecto #chile #xenofobia #racismo",Message,Video,0,10,,10,0,0,0,Perfilamiento racial
Twitter,https://twitter.com/ANTONIO_yDIEZ/statuses/1526673868353867777,ANTONIO_yDIEZ,5/17/2022 5:19 pm,"indieGAME_ @melyzza_1 @QuePocaMadre_Mx Los únicos obligados a darte un servicio, son servidores públicos, trabajadores privados, en establecimiento privado se reservan el derecho de admisión, discriminatorio es que no te den el servicio por color de piel, aspecto, sexo, religión, cosas relacionas a tu personalidad.",Mention,Text Only,46,0,"Zumpango, México, Mexico",0,0,0,0,
Facebook,http://www.facebook.com/219956821404786/posts/5341921375874946,Diálogos en confianza,5/17/2022 5:11 pm,"👉 ""Los sistemas de opresión no están separados entre sí"", José Antonio Aguilar, Dir. de @Racismo_MX #DiálogosFamilia | 👉 ""Los sistemas de opresión no están separados entre sí"", José Antonio Aguilar, Dir. de Racismo_MX.
#DiálogosFamilia",Message,Text Only,0,25,,18,0,0,7,
Twitter,https://twitter.com/Reynald71586612/statuses/1526669862784860160,Reynald71586612,5/17/2022 5:03 pm,DiegodelBosqueV @MaricelSnchezDT Así son de racistas,Mention,Text Only,334,0,Mexico,0,0,0,0,
Instagram,https://www.instagram.com/tv/CdrGnPYgf8E/,,5/17/2022 5:01 pm,"Un tirador blanco mató a 10 personas en un supermercado de Búfalo, en el estado de Nueva York, el 14 de mayo. El acto está siendo investigado como un crimen de odio por #racismo. Esto es lo que sabemos sobre este ataque...

#bufalo #nuevayork",Message,Video,0,373,,362,0,11,0,
Twitter,https://twitter.com/Jmlopezcampos/statuses/1526668558624862211,Jmlopezcampos,5/17/2022 4:58 pm,"A todos los que menosprecian y se burlan por el ego de: 
Hugo Sánchez
Quisiera que soportarán de menos, un minuto de gritos racistas (Indio, Sucio, Mexicano cochino y demás gritos despectivos a tú persona, en un estadio como el Camp Nou de Barcelona. 
Soporta alguien fuerte💪",Message,Text Only,351,0,"Jardines de la Silla (Jardines), Nuevo León, Mexico",0,0,0,0,Origen cultural
Twitter,https://twitter.com/varamburucano/statuses/1526668484838662147,varamburucano,5/17/2022 4:58 pm,"Parece que ya se les olvidó a los panistas cuando en la Ciudad de México se aprobó el matrimonio igualitario y @FelipeCalderon interpuso una acción de inconstitucionalidad por medio de su procurador Arturo Chávez Chávez. | QT: Hoy se conmemora el Día de la Lucha contra la homofobia, lesbofobia, transfobia y bifobia. Desde #BenitoJuárez impulsaremos que la #CDMX sea la capital de las libertades y el respeto, sin discriminación. #DíaContraLaLGTBIfobia #DíaContraLaHomofobia https://t.co/ykD018XXfC",Message,Text Only,7451,0,"Colonia del Valle, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/luis_delarochaz/statuses/1526668401313165314,luis_delarochaz,5/17/2022 4:58 pm,"18 personas han sido asesinadas por su preferencia sexual en México.

Hoy en el #DíaContraLaLGTBIfobia 🏳️‍🌈 🏳️‍⚧️ #IDAHOBIT2022 subí a tribuna para hacer un llamado, al compromiso que tenemos como legisladores de luchar por los derechos de todos los sectores, sin discriminación. https://t.co/fcOYs6RcAw",Message,Photo,724,0,"Villa de Costa Rica, Sinaloa, Mexico",0,0,0,0,
Twitter,https://twitter.com/varamburucano/statuses/1526667779880919041,varamburucano,5/17/2022 4:55 pm,"El partido más antiderechos de México es @AccionNacional https://t.co/2ME48hmv1T | QT: Hoy se conmemora el Día de la Lucha contra la homofobia, lesbofobia, transfobia y bifobia. Desde #BenitoJuárez impulsaremos que la #CDMX sea la capital de las libertades y el respeto, sin discriminación. #DíaContraLaLGTBIfobia #DíaContraLaHomofobia https://t.co/ykD018XXfC",Message,Photo,7451,0,"Colonia del Valle, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/everardoangel22/statuses/1526667764773036032,everardoangel22,5/17/2022 4:55 pm,"Son basura. No les importan nuestros Mexicanos de la Montaña | QT: En las universidades mexicanas hay cientos de académicos extranjeros, que vienen y la mayoría de ellos aporta mucho.

Nunca la oposición ha dicho nada de eso. Jamás los ha estigmatizado como hoy lo hace con 500 médicos cubanos. 

Da asco esa oposición, tan clasista, tan vil.",Message,Text Only,4596,0,"Armeria, Colima, Mexico",0,0,0,0,
Twitter,https://twitter.com/MiguelP36190719/statuses/1526667267156623366,MiguelP36190719,5/17/2022 4:53 pm,"TuHonestoCesar @GaboTamaulipeco Tal cual, se comen el complejo de inferioridad que les avienta el mesías macuspano",Mention,Text Only,3010,0,"Azcapotzalco, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/raulolverarive3/statuses/1526663589209288705,raulolverarive3,5/17/2022 4:38 pm,"AVER DOCTORA NO LA VEO ACTUANDO EN EL CASO DEBANHI Y LAS 300 DESAPARECIDAS EN NL..??.O QUE SOLO ERES ACTIVISTA PARA GOLPEAR AL GOBIERNO?. | QT: Doctoras que entran ahora a la residencia, recuerden que #SoyDoctoraNoSeñorita estamos para apoyarlas, en cualquier caso de discriminación, misoginia, acoso hospitalario o lo que necesiten 
https://t.co/nYp2NRUC2n",Message,Text Only,2031,0,"Magdalena Contreras, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/jriveramx/statuses/1526663494883590145,jriveramx,5/17/2022 4:38 pm,ArenalesLeyva @ca_hermosillo @roslemusmartin Otro adoctrinado y resentido que cree que ser médico es fifi. No creas que la medicina en Mexico es como la película de Cantinflas.,Mention,Text Only,193,0,"Merida, Yucatán, Mexico",0,0,0,0,Backlash
Twitter,https://twitter.com/raulolverarive3/statuses/1526663267535446018,raulolverarive3,5/17/2022 4:37 pm,"DOCTORA O PSEUDO ACTIVISTA??👀👀 | QT: Doctoras que entran ahora a la residencia, recuerden que #SoyDoctoraNoSeñorita estamos para apoyarlas, en cualquier caso de discriminación, misoginia, acoso hospitalario o lo que necesiten 
https://t.co/nYp2NRUC2n",Message,Text Only,2031,0,"Magdalena Contreras, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/raulolverarive3/statuses/1526663040548102145,raulolverarive3,5/17/2022 4:36 pm,"JAJAJAJA AGARREN SUS ARMÁS!! | QT: Doctoras que entran ahora a la residencia, recuerden que #SoyDoctoraNoSeñorita estamos para apoyarlas, en cualquier caso de discriminación, misoginia, acoso hospitalario o lo que necesiten 
https://t.co/nYp2NRUC2n",Message,Text Only,2031,0,"Magdalena Contreras, Mexico City, Mexico",0,0,0,0,
Twitter,https://twitter.com/Tezcatli88/statuses/1526662807588114432,Tezcatli88,5/17/2022 4:35 pm,"Linda, no necesitamos sacar credenciales para relucir nuestro clasismo y racismo. Ah y en general, en todos los ámbitos NO hay plazas. 🙄🙄🙄 Los médicos se creen inalcanzables, como si todos les debiéramos reverencia, les hemos fabricado un pedestal insufrible. | QT: #AquiEstamos los médicos mexicanos https://t.co/z61UR5FdQ7",Message,Text Only,768,0,"Morelia, Michoacán, Mexico",0,0,0,0,
Twitter,https://twitter.com/Tezcatli88/statuses/1526661836254355456,Tezcatli88,5/17/2022 4:32 pm,"El tema de los médicos cubanos, no deja de sacar a relucir nuevamente su clasismo y racismo. 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️ | QT: Mi primo que es médico, está indignado por la contratación de los médicos cubanos y me dice, ""weee, yo si me jalaria pal cerro, pero tú abuelito, el anciano de Palacio Nacional no quiere dar plazas...
(Sigue)",Message,Text Only,768,0,"Morelia, Michoacán, Mexico",0,0,0,0,
Instagram,https://www.instagram.com/p/CdrCs8RKgaR/,,5/17/2022 4:26 pm,"🙏🏿🙏🏿🙏🏿💔💔💔

Reposted from ajplusespanol Estas son las 10 personas asesinadas en la masacre racista en Búfalo, Nueva York.

Un supremacista blanco viajó durante horas para atacar un supermercado en un barrio negro, matando a 10 personas e hiriendo a otras tres. El incidente está siendo investigado como un crimen de odio.

Todas las fotos de las víctimas son cortesía de sus familias.

#Bufalo #BLM #EstadosUnidos #NuevaYork #Racismo #Tiroteo #ajplusesp_cards",Message,Photo,0,61,,53,0,8,0,
Twitter,https://twitter.com/_Carlosquinto/statuses/1526659110808064000,_Carlosquinto,5/17/2022 4:21 pm,"Pinche ciudad pendeja | QT: en chihuahua todo se les hace naco menos lo caro, pero no son clasistas",Message,Text Only,391,0,Mexico,0,0,0,0,Odio
